cuisine,place_id,name,formatted_address,user_ratings_total,rating,geometry.location.lat,geometry.location.lng,price_level,suburb,delivery,dine_in,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup
Bar,ChIJj6-ASjBd1moRywk8vb-TlLE,The Castle Hotel,"56 Courtney St, North Melbourne VIC 3051, Australia",635,4.3,-37.8008991,144.9530362,2,North Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Pizza,ChIJY-BD2iJd1moRADZTnHCY2iE,Mr Tucker,"17 Melrose St, North Melbourne VIC 3051, Australia",NA,ChIJY-BD2iJd1moRADZTnHCY2iE,-37.7952243,144.9414828,4.3,North Melbourne,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
Brazilian,ChIJeTdSUphd1moR55WLsMElvUI,The Galbi BBQ,"270 Victoria St, North Melbourne VIC 3051, Australia",NA,ChIJeTdSUphd1moR55WLsMElvUI,-37.8058476,144.9573721,4.9,North Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,NA,FALSE
Cafe,ChIJcXFZxjld1moR27sZDTXjkmk,Hot Poppy cafe,"9 Errol St, North Melbourne VIC 3051, Australia",2,ChIJcXFZxjld1moR27sZDTXjkmk,-37.8047987,144.9491321,4.4,North Melbourne,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,NA
Barbecue,ChIJk9WjiTNd1moRv0twWUuyz6E,Hallah,"268 Victoria St, North Melbourne VIC 3051, Australia",2,ChIJk9WjiTNd1moRv0twWUuyz6E,-37.8058009,144.957444,4.1,North Melbourne,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA
Italian,ChIJQTI1BjRd1moRtLQyZYj7VUc,La Porchetta North Melbourne,"480 Victoria St, North Melbourne VIC 3051, Australia",2,ChIJQTI1BjRd1moRtLQyZYj7VUc,-37.8050642,144.9501136,3.8,North Melbourne,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
African,ChIJ29n5yzBd1moReeHrxSRaMkA,Manze,"Shop 2/1/5 Errol St, North Melbourne VIC 3051, Australia",NA,ChIJ29n5yzBd1moReeHrxSRaMkA,-37.8048979,144.9490326,4.5,North Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,FALSE,TRUE,FALSE
Gastropub,ChIJ3-6Iwzld1moRQnzg1_90pYs,Toast Kitchen Cafe,"13 Errol St, North Melbourne VIC 3051, Australia",2,ChIJ3-6Iwzld1moRQnzg1_90pYs,-37.8046474,144.9491338,4.4,North Melbourne,NA,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Pizza,ChIJx708zzld1moRUdFlOTfVb5Q,Oskar Pizza,"7 Errol St, North Melbourne VIC 3051, Australia",2,ChIJx708zzld1moRUdFlOTfVb5Q,-37.804807,144.949046,4,North Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA
Bar,ChIJF4IoBjpd1moRBFzQUpeHtm4,The Courthouse,"86-90 Errol St, North Melbourne VIC 3051, Australia",NA,ChIJF4IoBjpd1moRBFzQUpeHtm4,-37.8029165,144.949864,4.1,North Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
Mexican,ChIJ6RIHgUZd1moRTHj3G-9tFtw,Guzman y Gomez - North Melbourne,"71 Flemington Rd, North Melbourne VIC 3051, Australia",2,ChIJ6RIHgUZd1moRTHj3G-9tFtw,-37.7992269,144.9538706,3.4,North Melbourne,TRUE,TRUE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE
Chinese,ChIJV3u17Tld1moRfbUCiFVvO6M,Fungs Asian Food & Sushi Bar,"49 Errol St, North Melbourne VIC 3051, Australia",NA,ChIJV3u17Tld1moRfbUCiFVvO6M,-37.8038846,144.9492854,3.3,North Melbourne,NA,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,NA,NA
Japanese,ChIJA-QSzq5d1moREjfO3uWiS-0,EziStreat,"275 Macaulay Rd, North Melbourne VIC 3051, Australia",2,ChIJA-QSzq5d1moREjfO3uWiS-0,-37.7954208,144.9376605,4.4,North Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Bar,ChIJdfbk6jld1moRwElnckgNb9M,Town Hall Hotel,"33 Errol St, North Melbourne VIC 3051, Australia",2,ChIJdfbk6jld1moRwElnckgNb9M,-37.8041868,144.9491991,4.5,North Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA
Italian,ChIJ0UaHMDtd1moRJXVh0-k_Iec,Pioneer Pizza,"360 Abbotsford St, North Melbourne VIC 3051, Australia",1,ChIJ0UaHMDtd1moRJXVh0-k_Iec,-37.798178,144.9464654,4.2,North Melbourne,TRUE,TRUE,NA,FALSE,FALSE,NA,TRUE,NA,NA,FALSE,TRUE,NA,NA
Japanese,ChIJyXgUjh5d1moRrKWm5r5s5E0,Palette. & Palette.atnight,"610 Queensberry St, North Melbourne VIC 3051, Australia",2,ChIJyXgUjh5d1moRrKWm5r5s5E0,-37.802566,144.947109,4.3,North Melbourne,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA
Asian,ChIJTf2AGOpd1moRVexVWdx28VY,Kebab Connection,"320 Victoria St, North Melbourne VIC 3051, Australia",1,ChIJTf2AGOpd1moRVexVWdx28VY,-37.8056567,144.9555166,4.5,North Melbourne,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
Cafe,ChIJ0an5tzNd1moRnL-pWh4UMNk,ROOM,"329 Queensberry St, North Melbourne VIC 3051, Australia",NA,ChIJ0an5tzNd1moRnL-pWh4UMNk,-37.8041027,144.957098,0,North Melbourne,NA,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA
Fast_food,ChIJJeHtxjld1moRwmVwpj2Nx90,Salt Seafood & Burger Bar,"11 Errol St, North Melbourne VIC 3051, Australia",NA,ChIJJeHtxjld1moRwmVwpj2Nx90,-37.804702,144.949032,4.3,North Melbourne,TRUE,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
Australian,ChIJO9jxGR5d1moRO4XXi8ciH6w,Cindy's Kitchen 墨村私房菜,"2/520 Victoria St, North Melbourne VIC 3051, Australia",NA,ChIJO9jxGR5d1moRO4XXi8ciH6w,-37.8048158,144.9486764,4.6,North Melbourne,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
Indian,ChIJv_uo9_YPdkgRq2K1F6d_5-g,Dishoom Kensington,"4 Derry St, London W8 5SE, United Kingdom",6548,4.7,51.5012647,-0.191139,2,Kensington,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
French,ChIJ6b_F4fYPdkgRIoJa6hALTWI,The Ivy Kensington Brasserie,"96 Kensington High St, London W8 4SG, United Kingdom",2982,4.2,51.5016239,-0.1922527,2,Kensington,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
Peruvian,ChIJz7Bhtd4PdkgRPNgj59cV9tg,Zuaya London,"35B Kensington High St, London W8 5EB, United Kingdom",748,4.4,51.5020382,-0.1890569,3,Kensington,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Israeli,ChIJjdhaYiwbdkgR_SuA9p18OqU,CERU Eastern Mediterranean Restaurant South Kensington,"7-9 Bute St, South Kensington, London SW7 3EY, United Kingdom",1443,4.5,51.4934363,-0.1762715,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
French,ChIJAY1NtPcPdkgRXaRO5K1IPco,Côte Kensington,"47 Kensington Ct, London W8 5DA, United Kingdom",1227,4.4,51.5019218,-0.1889155,2,Kensington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA
Japanese,ChIJHZJUqvcPdkgR3-c1NQd-A9o,Bone Daddies Kensington,"1 Phillimore Gardens, London W8 7QB, United Kingdom",967,4.4,51.4997277,-0.1979022,2,Kensington,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJF9Hlq_cPdkgR6ThcTDegDBY,Spaghetti House Italian Restaurant Kensington High Street,"9 Kensington High St, London W8 5NP, United Kingdom",653,4.3,51.502244,-0.187964,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Mediterranean,ChIJXbAY7fczcEERQc5DmImVYvg,Alexandrie Restaurant,"38C Kensington Church St, London W8 4BX, United Kingdom",123,4.6,51.5042731,-0.1928786,3,Kensington,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Italian,ChIJEyHV70EPdkgR4ltmETic22k,Grato,"9 Kensington Square, London W8 5EP, United Kingdom",432,4.8,51.5005628,-0.1892812,NA,Kensington,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJvQL4y_cPdkgR_PTPGBOQukM,Prezzo Italian Restaurant London Kensington,"35A Kensington High St, London W8 5BA, United Kingdom",501,4.1,51.5021245,-0.1887497,2,Kensington,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Indian,ChIJW1e5NFkFdkgRw_1wF5RLuTY,Memories of India Kensington,"18 Gloucester Rd, South Kensington, London SW7 4RB, United Kingdom",692,4.3,51.4991475,-0.1838264,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE
European,ChIJlQFx01gFdkgRkchWrnmDM-E,Launceston Place,"1A Launceston Pl, London W8 5RL, United Kingdom",643,4.8,51.4992273,-0.185403,3,Kensington,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Indian,ChIJDxwjt-QPdkgRNKTbCos-HE0,Chakra Kensington,"33C Holland St, London W8 4LX, United Kingdom",273,4.3,51.5028,-0.1939222,4,Kensington,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
British,ChIJ98briVgFdkgReGYkDvuVXHg,Chenestons Restaurant,"1-3 Kensington Ct, London W8 5DL, United Kingdom",20,5,51.5020932,-0.1865962,NA,Kensington,FALSE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,FALSE,NA,NA
Italian,ChIJvcvtyV4FdkgR8nnz2S8fVUs,Da Mario Kensington,"15 Gloucester Rd, South Kensington, London SW7 4PP, United Kingdom",2911,4.4,51.4987349,-0.1835146,2,Kensington,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
British,ChIJKy64lWcFdkgRjHnXKBLVnoY,Town House Kensington,"109-113 Queen's Gate, South Kensington, London SW7 5LP, United Kingdom",187,4.4,51.4925087,-0.1781295,NA,Kensington,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Italian,ChIJFfiE5-0PdkgRGjKjU2oJ3qA,Enoteca Rosso,"276-280 Kensington High St, London W8 6ND, United Kingdom",407,4.2,51.4985471,-0.2011439,2,Kensington,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA
Italian,ChIJn-ywB_IPdkgRKaAFvSUsxZs,Il Portico,"277 Kensington High St, London W8 6NA, United Kingdom",516,4.6,51.4985478,-0.1999238,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE
Indian,ChIJnbhVw_YPdkgR2FvRK5V9lUc,Zaika,"1 Kensington High St, London W8 5NP, United Kingdom",1163,4.4,51.5021295,-0.1875082,3,Kensington,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Indian,ChIJjQcUp0IFdkgRanlqLHrXn9I,Khan's of Kensington,"3 Harrington Rd, South Kensington, London SW7 3ES, United Kingdom",2044,4.4,51.4939481,-0.1750506,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
French,ChIJq-uTY_EFdkgRkoi0u3r6miQ,Eli’s Restaurant - South Kensington,"6-8 Bute St, South Kensington, London SW7 3EX, United Kingdom",265,4.6,51.4934999,-0.1760637,NA,Kensington,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE
European,ChIJ01L60vsPdkgRB-UGY6_FoF0,Clarke's Restaurant,"124 Kensington Church St, London W8 4BH, United Kingdom",194,4.5,51.5070413,-0.1944783,3,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,NA,NA
European,ChIJXeC1Cl4FdkgRjBuv6w48XqI,Scoff & Banter Kensington,"68-86 Cromwell Rd, South Kensington, London SW7 5BT, United Kingdom",360,4.2,51.4953444,-0.1818861,2,Kensington,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA,NA
Italian,ChIJM2jO1fcPdkgR_QsNrmXZoTk,Foubert's,"17 Kensington High St, London W8 5NP, United Kingdom",283,4.2,51.5022633,-0.1882608,2,Kensington,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA
International,ChIJPSInFzUPdkgR27rOHmUiS2Y,Kensington Quarter,"191-195 Kensington High St, London W8 6SH, United Kingdom",223,4.2,51.4999199,-0.1958438,2,Kensington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Seafood,ChIJA5Gm5GcFdkgRhAQF1LA-tMs,Wright Brothers South Kensington,"56 Old Brompton Rd, South Kensington, London SW7 3DY, United Kingdom",423,4.4,51.4931244,-0.176406,3,Kensington,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA
Mediterranean,ChIJcf9ZkbgPdkgRTMZ-81h4aQE,Megan's on the High Street Restaurant (Kensington),"204 Kensington High St, London W8 7RG, United Kingdom",1760,4.2,51.4996519,-0.1974341,2,Kensington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Asian,ChIJn1EDofYPdkgRZA8yKTvFG0A,Kensington Thai Terrace,"14 Wrights Ln, London W8 6TF, United Kingdom",248,3.1,51.4992572,-0.1925941,2,Kensington,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Filipino,ChIJlTSFSewPdkgRat9oKHTl33Q,Romulo Café & Restaurant,"343 Kensington High St, London W8 6NW, United Kingdom",880,4.4,51.4974692,-0.2028874,2,Kensington,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Japanese,ChIJNxoOfOwPdkgR4-cNXIzj1BA,Hare & Tortoise Kensington,"373 Kensington High St, London W14 8QZ, United Kingdom",991,4.2,51.4967595,-0.2050737,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Italian,ChIJobxrAmgFdkgRgcJpBakGdV8,"Pappa Roma Restaurant, Pizza and Bar","6 Glendower Pl, South Kensington, London SW7 3DP, United Kingdom",1010,4.5,51.4937472,-0.1756333,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Seafood,ChIJnV7FjUIFdkgRzYUGlV3cvQg,Tapas Brindisa South Kensington,"7-9 Exhibition Rd, South Kensington, London SW7 2HE, United Kingdom",1510,4.1,51.4948698,-0.1736049,2,Kensington,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Italian,ChIJOWJBCIsPdkgR9x7taFAyvWg,PINO,"Leonard Court, 267 Kensington High St, London W8 6NA, United Kingdom",75,4.7,51.4986186,-0.1996517,NA,Kensington,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,FALSE
Steakhouse,ChIJ48y_6mcFdkgRhqLHww_SqeY,Macellaio RC South Kensington,"84 Old Brompton Rd, South Kensington, London SW7 3LQ, United Kingdom",1325,4.5,51.4926404,-0.177465,3,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Lebanese,ChIJgV7FjUIFdkgREkiwLP2M6Bk,Comptoir Libanais South Kensington,"1-5 Exhibition Rd, South Kensington, London SW7 2HE, United Kingdom",3339,4.1,51.494729,-0.1735771,2,Kensington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
British,ChIJ7w-V58oNdkgRMcz9MMtot9Q,The Orangery Restaurant,"Kensington Palace Gardens, London W8 4PX, United Kingdom",495,3.9,51.5065855,-0.1877335,3,Kensington,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
French,ChIJ3fS9KGEFdkgR659vG--k58k,Margaux,"152 Old Brompton Rd, South Kensington, London SW5 0BE, United Kingdom",390,4.6,51.4908657,-0.1827672,3,Kensington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Chinese,ChIJy1y33_cPdkgRy4SK96aOVBM,Min Jiang,"2, 24 Kensington High St, London W8 4PT, United Kingdom",748,4.4,51.5027523,-0.1878415,4,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Indian,ChIJS2d0gfEPdkgRuvKJvm38hHs,Raj of Kensington,"1 Abingdon Rd, London W8 6AH, United Kingdom",364,4,51.4993332,-0.1969714,2,Kensington,TRUE,TRUE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Japanese,ChIJYRNN72cFdkgRM_8-LtHwok8,Dozo,"68 Old Brompton Rd, South Kensington, London SW7 3LQ, United Kingdom",918,3.8,51.4928986,-0.1769022,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Italian,ChIJXV6EH_YPdkgROGp5l7ekCEA,Locanda Ottoemezzo,"2-4 Thackeray St, London W8 5ET, United Kingdom",346,4.5,51.500421,-0.188089,2,Kensington,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Japanese,ChIJV6l34GYFdkgRVvFHSJPP_NI,Yashin Ocean House,"117, 119 Old Brompton Rd, South Kensington, London SW7 3RN, United Kingdom",480,4.2,51.490998,-0.1804748,3,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Thai,ChIJl1EJr44FdkgRNBDPv-wUDEA,Meekhun Thai Bistro (Kensington),"9a Gloucester Rd, South Kensington, London SW7 4PP, United Kingdom",140,4.4,51.4989928,-0.1835614,2,Kensington,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
European,ChIJFd-HVvcPdkgRUO2vB2jTZX0,Ffiona's,"51 Kensington Church St, London W8 4BA, United Kingdom",639,4.3,51.5040738,-0.1927739,2,Kensington,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Italian,ChIJoSuJ5GcFdkgR4MiPFtHmblc,Bella Italia - South Kensington,"60 Old Brompton Rd, South Kensington, London SW7 3DY, United Kingdom",1899,4.2,51.493053,-0.1765604,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA
Japanese,ChIJbYF04XsPdkgRYuY_9zvfWp8,Akira Restaurant at Japan House London,"101-111 Kensington High St, London W8 5SA, United Kingdom",492,4.2,51.5013559,-0.1916288,3,Kensington,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
Lebanese,ChIJxfutAvcPdkgRUZrdTuwRJ9w,Ranoush Juice,"86 Kensington High St, London W8 4SG, United Kingdom",575,4.2,51.5018101,-0.1916425,2,Kensington,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
British,ChIJEZvKQ_EPdkgRWQwUCnF_7fQ,"Balans, Kensington","187 Kensington High St, London W8 6SH, United Kingdom",1275,4.4,51.4999743,-0.1955337,2,Kensington,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Italian,ChIJYdKq5mcFdkgRvYBMWM-CMz4,Rocca,"73 Old Brompton Rd, South Kensington, London SW7 3JS, United Kingdom",1677,4.3,51.49283,-0.1765548,2,Kensington,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Chinese,ChIJjQcUp0IFdkgRF8ASwUUTlJo,Jia,"1 Harrington Rd, South Kensington, London SW7 3ES, United Kingdom",663,3.1,51.4940252,-0.1749416,2,Kensington,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE
Fast_food,ChIJbYz9hUIFdkgRyftQ4XwNqro,Honest Burgers South Kensington,"24 Thurloe St, South Kensington, London SW7 2LT, United Kingdom",4186,4.5,51.4943572,-0.1735494,2,Kensington,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Bar,ChIJgwQn4PYPdkgRhWVEcDrvJNc,Piano Kensington,"Royal Garden Hotel, 2-24 Kensington High St, London W8 4PT, United Kingdom",402,4.4,51.5027489,-0.1882871,2,Kensington,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
European,ChIJ1-By1fMPdkgRHFSgAdcS41Y,Kitchen W8,"11-13 Abingdon Rd, London W8 6AH, United Kingdom",603,4.5,51.4990682,-0.1968676,3,Kensington,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA
Italian,ChIJpcrtOUNd1moRM9SNgN0396c,Berth,"45 Newquay Promenade, Docklands VIC 3008, Australia",1255,4.3,-37.8151185,144.9418269,2,Docklands,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Pizza,ChIJS7DTKF1d1moR7RwcyPt11R8,Cargo Bar & Eatery,"55A Newquay Promenade, Docklands VIC 3008, Australia",1871,4.4,-37.8152802,144.9413918,2,Docklands,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Lebanese,ChIJb6CD9nxd1moR4D8Bjby-jo8,Corniche Restaurant,"96 River Esplanade, Docklands VIC 3008, Australia",553,4.5,-37.8244171,144.9441986,1,Docklands,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Steakhouse,ChIJka0pG1xd1moRq3Exn_PRVZ0,Squires Loft Docklands,"818 Bourke St, Docklands VIC 3008, Australia",851,4.3,-37.8188288,144.9440938,3,Docklands,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,FALSE
Chinese,ChIJVUuZakNd1moRNzSh7g6cg8Q,Docklands Lotus,"16 Newquay Promenade, Docklands VIC 3008, Australia",219,3.7,-37.8142003,144.9439114,2,Docklands,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE
Lebanese,ChIJIbVG7Wdd1moR5b-kZ6Bgck8,Almina@Docklands,"shop 11/12/439 Docklands Dr, Docklands VIC 3008, Australia",1895,3.9,-37.8156341,144.9388922,3,Docklands,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
Steakhouse,ChIJVb3BOl1d1moRw5SofFEAhcs,Steakhouse Grill 66,"66 Newquay Promenade, Docklands VIC 3008, Australia",1181,4.3,-37.81494,144.940797,2,Docklands,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Indian,ChIJo7ELLl1d1moRpMkA8RZuQtU,Bhoj Restaurant,"54 Newquay Promenade, Docklands VIC 3008, Australia",627,3.7,-37.8148833,144.9412694,2,Docklands,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Mediterranean,ChIJJUQqO0Nd1moRkcwfMYTfaOM,"Achelya Restaurant, Cafe & Bar","23 Aquitania Way, Docklands VIC 3008, Australia",421,4,-37.814172,144.942681,2,Docklands,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Asian,ChIJQ7OA71td1moRcDGHldt6bHQ,Pok Pok Docklands,"801&803, Bourke St, Docklands VIC 3008, Australia",662,4.1,-37.8195062,144.9454492,2,Docklands,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Mediterranean,ChIJRUy38gRd1moRsnvL_C3h6no,YASSAS - THE GREEK WAY (DOCKLANDS),"CW G14, The District Docklands, 440 Docklands Dr, Docklands VIC 3008, Australia",227,3.9,-37.811678,144.936977,NA,Docklands,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
Italian,ChIJVVUVl2dd1moRFsbXyd08cJY,Dock 18,"443 Docklands Dr, Docklands VIC 3008, Australia",78,4,-37.8151663,144.9381212,NA,Docklands,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA,TRUE,NA
