cuisine,place_id,name,formatted_address,user_ratings_total,rating,geometry.location.lat,geometry.location.lng,price_level,suburb,delivery,dine_in,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup
Italian,ChIJa5rRhNZC1moRL8SAEYrRY4I,Tiamo,"303 Lygon St, Carlton VIC 3053, Australia",2600,4.3,-37.7981809,144.9670753,2,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJJZA5ACdD1moRxIAdHMr3F4s,Scopri Italian Food and Wine,"191 Nicholson St, Carlton VIC 3053, Australia",806,4.8,-37.7956767,144.9749552,3,Carlton,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Chinese,ChIJ319l-epD1moRJXzSVfcf1nA,Lagoon Dining,"263 Lygon St, Carlton VIC 3053, Australia",215,4.6,-37.7992952,144.9670943,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJFzRCktZC1moRTHQQmIRcP3M,Criniti's Carlton,"198-204 Faraday St, Carlton VIC 3053, Australia",1863,3.6,-37.7984924,144.9678693,2,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJuRAJYc1C1moRK6JyXa-ismI,Kaprica,"50 Grattan St, Carlton VIC 3053, Australia",710,4.3,-37.8006867,144.9678748,2,Carlton,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJpXnV3tdC1moRGzDeeGZK3HA,Capitano Carlton,"421 Rathdowne St, Carlton VIC 3053, Australia",755,4.5,-37.7965143,144.9704931,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Asian,ChIJg68CAtJC1moRXcO-N195rWY,Thai City Restaurant,"124 Lygon St, Carlton VIC 3053, Australia",258,4.4,-37.804155,144.96665,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Italian,ChIJs2_xrtZC1moRD45tnsNnPOs,Copperwood Restaurant,"318 Lygon St, Carlton VIC 3053, Australia",631,3.9,-37.7995994,144.967359,2,Carlton,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
European,ChIJT5LLMM5C1moRQpzKBTsbS7Q,Epocha Restaurant,"49 Rathdowne St, Carlton VIC 3053, Australia",700,4.7,-37.8060433,144.9687378,3,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
Italian,ChIJG5gufdFC1moR4DDoRmd5L6I,La Spaghettata Restaurant,"238 Lygon St, Carlton VIC 3053, Australia",1157,3.7,-37.8017707,144.9671161,2,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Italian,ChIJa2v1BNJC1moR_XGbXwcSoAg,Universal Restaurant,"141 Lygon St, Carlton VIC 3053, Australia",5498,4.4,-37.8038454,144.9661208,1,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Asian,ChIJUTD1ldZC1moRIJ1lbzkoFqY,Shakahari,"201-203 Faraday St, Carlton VIC 3053, Australia",393,4.5,-37.798995,144.967807,2,Carlton,NA,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Italian,ChIJNQdjayhD1moRPWST-1oT4uc,The Olive Jar,"168/170 Rathdowne St, Carlton VIC 3053, Australia",333,4.5,-37.7953669,144.9710605,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE
French,ChIJz3qT3ddC1moR0e5yjftslXE,Paris Go Bistro,"116 Rathdowne St, Carlton VIC 3053, Australia",321,4.5,-37.7969462,144.9708724,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Australian,ChIJsZZWVtFC1moRX4Cc8oZA-eY,Il Gambero,"166 Lygon St, Carlton VIC 3053, Australia",1112,4.3,-37.8032876,144.966713,2,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJ9wudbmFD1moRkIc2AvgJYBQ,THAI 29 RESTAURANT (CARLTON),"176 Rathdowne St, Carlton VIC 3053, Australia",70,4.4,-37.795242,144.971161,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Contemporary,ChIJo332KH9D1moRbva-tqavOIY,Kazuki's Restaurant,"121 Lygon St, Carlton VIC 3053, Australia",180,4.7,-37.8041665,144.9661644,NA,Carlton,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Italian,ChIJF5Nlh9ZC1moRDINfpKG1o1o,Heartattack and Vine,"329 Lygon St, Carlton VIC 3053, Australia",673,4.6,-37.7976457,144.9672841,2,Carlton,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA
Italian,ChIJYYCx7wND1moRY3QO3Irt8HQ,Al Dente Enoteca Restaurant,"161 Nicholson St, Carlton VIC 3053, Australia",214,4.8,-37.7964126,144.9748731,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,FALSE
Italian,ChIJOQgKr9ZC1moRDqq5NwQt43Q,Donnini's,"320 Lygon St, Carlton VIC 3053, Australia",624,4.4,-37.7994889,144.9673139,2,Carlton,NA,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Lebanese,ChIJoZhs69dC1moRpdaO5bTABe8,Abla's,"109 Elgin St, Carlton VIC 3053, Australia",379,4.4,-37.7977139,144.9710972,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Italian,ChIJK-sJYNFC1moR6pZQ8fWqHKc,Seasons Provedore,"199 Lygon St, Carlton VIC 3053, Australia",785,4.3,-37.800967,144.966654,2,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJWQrHZdFC1moRJf8B9oWuX1Y,Piccolo Mondo,"240 Lygon St, Carlton VIC 3053, Australia",849,4.1,-37.8015526,144.9670786,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,FALSE
Italian,ChIJ4_Vc6dZC1moRN1hVYbjEiP8,DOC Pizza & Mozzarella Bar - Carlton,"295 Drummond St, Carlton VIC 3053, Australia",2453,4.3,-37.7989852,144.9684548,2,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA
Italian,ChIJUdJn1tNC1moRuPMhbf96oIk,Stuzzichino Restaurant & Bar,"169 Lygon St, Carlton VIC 3053, Australia",256,4.2,-37.8017254,144.9665593,NA,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJJb5IAtJC1moRotUKafEC8ao,Da Guido La Pasta,"130 Lygon St, Carlton VIC 3053, Australia",1044,4.5,-37.804024,144.9665786,2,Carlton,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Lebanese,ChIJG9I339NC1moRc9yO0aDDCHA,Tabouli,"189 Lygon St, Carlton VIC 3053, Australia",348,4.6,-37.8012945,144.9666236,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJoaITVyVD1moRRc0nZi0ISpg,La Porchetta Carlton North,"392 Rathdowne St, Carlton North VIC 3054, Australia",516,4.1,-37.7882017,144.9722761,2,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
European,ChIJl1h079ZC1moRvDBPl2x_L5Y,Carlton Wine Room,"172-174 Faraday St, Carlton VIC 3053, Australia",724,4.7,-37.7986111,144.9686111,3,Carlton,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA
Italian,ChIJDb3e0TZD1moR3n7_vJ9sGyg,Di Stasio Carlton,"224 Faraday St, Carlton VIC 3053, Australia",251,3.4,-37.7984128,144.9668458,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJ0ZRJ8dZC1moRBEDHtt4HFC8,Masani Italian Dining & Terrace,"313/315 Drummond St, Carlton VIC 3053, Australia",142,4.1,-37.7984018,144.9685483,3,Carlton,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Steakhouse,ChIJq3jpXS9D1moR3RVbdfkIqRs,La Luna Bistro,"320 Rathdowne St, Carlton North VIC 3054, Australia",566,4.6,-37.7911131,144.9718724,3,Carlton,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
Pizza,ChIJoUcXFShD1moRvpVaSBcXB1U,Ziyka Restaurant,"234-236 Lygon St, Carlton VIC 3053, Australia",4889,4.3,-37.8016796,144.9672055,1,Carlton,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
Chinese,ChIJadVBBddC1moRQ2acccqSVM0,East Imperial,"323 Rathdowne St, Carlton VIC 3053, Australia",230,4.2,-37.7991049,144.9700469,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Bar,ChIJVwLea9ZC1moR4ktkrL0ASi8,Green Man's Arms Bar and Restaurant,"418 Lygon St, Carlton VIC 3053, Australia",873,4.5,-37.7969369,144.9677723,2,Carlton,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Mexican,ChIJk7yyY3FD1moRhHQZ08r9Wnk,La Cabra Mexican,"149 Lygon St, Carlton VIC 3053, Australia",260,4.4,-37.803698,144.966148,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Italian,ChIJpx6ZRNZC1moR9uwVZGupXkQ,Gemma Simply Italian,"183 Elgin St, Carlton VIC 3053, Australia",555,4.5,-37.7973853,144.968441,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Italian,ChIJNS3-SNFC1moRSjpFcOCgHgI,Mr Pietro,"50 Grattan St, Carlton VIC 3053, Australia",121,4.2,-37.8006869,144.9678756,NA,Carlton,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Egyptian,ChIJWWHZ3tNC1moRJGds6OvI02Y,Leyalina,"191 Lygon St, Carlton VIC 3053, Australia",801,4.5,-37.8011355,144.9665404,2,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Asian,ChIJ85nTnFBD1moRabBHwOY8Glk,Okra Sri Lankan Cuisine,"166 Rathdowne St, Carlton VIC 3053, Australia",140,4.8,-37.7954277,144.9710507,NA,Carlton,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA
Italian,ChIJU0MiVtFC1moR0ITexL30p4g,Papa Gino's,"221 Lygon St, Carlton VIC 3053, Australia",1893,4.3,-37.8002129,144.9668387,1,Carlton,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJCx-TVdFC1moRqlEsKzufEU4,Cafe Corretto,"227 Lygon St, Carlton VIC 3053, Australia",994,4.1,-37.7999901,144.966876,2,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJzUJtZ9FC1moR29GkS4f4wA4,Il Gusto,"256 Lygon St, Carlton VIC 3053, Australia",362,3.1,-37.801178,144.9670748,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Bar,ChIJ9ef41tNC1moRt5H3ZbSBYVI,MIXITY Restaurant and Cafe,"171 Lygon St, Carlton VIC 3053, Australia",1439,4.6,-37.801665,144.966565,2,Carlton,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJV1uGYtFC1moRuQ74n9--3dY,Cafe Cavallino,"181-187 Lygon St, Carlton VIC 3053, Australia",1035,4.1,-37.8013585,144.9665805,2,Carlton,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Japanese,ChIJGWoQsM5D1moRAhKHKPD1178,Torissong,"Shop2/143 Queensberry St, Carlton VIC 3053, Australia",706,4.4,-37.8047947,144.9639109,2,Carlton,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Latin,ChIJ7VH3cIlD1moRqKJMYoMFPOo,"La Tonada Restaurant, Cocktail Bar &wine. Spanish paella & Colombian food","687 Rathdowne St, Carlton North VIC 3054, Australia",203,4.8,-37.7889052,144.9717675,NA,Carlton,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Middle_eastern,ChIJs86AXhpD1moRsSunerOUTfw,Mint & Co.,"62 University St, Carlton VIC 3053, Australia",1659,4.2,-37.7993597,144.9677547,NA,Carlton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE
Japanese,ChIJXTvTy9NC1moResqUQkLditE,Don Tojo,"164 Cardigan St, Carlton VIC 3053, Australia",921,4.5,-37.8013596,144.9655228,1,Carlton,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJH03gTahD1moR2mFxHL_kA24,Aperitivo Bar Ristorante,"275 Lygon St, Carlton VIC 3053, Australia",95,4.6,-37.7990434,144.9670552,NA,Carlton,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Australian,ChIJZ1aWcy5d1moRhUqs_665Tdw,Isabella Cafe,"300 Grattan St, Parkville VIC 3052, Australia",43,3.9,-37.7991075,144.9553381,NA,Parkville,NA,TRUE,NA,FALSE,TRUE,TRUE,NA,TRUE,NA,FALSE,TRUE,TRUE,NA
Bar,ChIJRczf8yVd1moR3A-gbWHjBhE,The Farmacy,"48 Flemington Rd, Parkville VIC 3052, Australia",24,4.2,-37.7949609,144.9497837,NA,Parkville,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Southernitalian,ChIJeRCeFuhc1moR8POatotWCqc,The Member's Lounge @ Reggio Calabria Club,"476 Brunswick Rd, Parkville VIC 3052, Australia",178,4.5,-37.7751458,144.9380559,NA,Parkville,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Japanese,ChIJG3Knbi9d1moR6SLoLSqmsig,Shuji Sushi,"G1, Royal Children‘s Hospital, 50 Flemington Rd, Parkville VIC 3052, Australia",36,3.4,-37.7941655,144.9493418,1,Parkville,NA,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
Chinese,ChIJ0zWW5CVd1moRqNmEn2r2UCw,Three Pandas Dumpling House,"50 Flemington Rd, Parkville VIC 3052, Australia",96,3.9,-37.794254,144.9493918,NA,Parkville,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
Fast_food,ChIJSyRSDzJd1moRtFTFbd9Sku8,McDonald's,"Royal Children's Hospital, Flemington Rd, Parkville VIC 3052, Australia",366,3.9,-37.7935429,144.9496746,1,Parkville,TRUE,TRUE,NA,FALSE,TRUE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
Asian,ChIJnS5Q8o9D1moRv4p5cEph07M,Roll'd Parkville,"The University of Melbourne. Tenancy SP4, Student Pavilion, Building 162 Monash Rd, Cnr, 761 Swanston St, Parkville VIC 3052, Australia",22,2.8,-37.7986532,144.9637136,NA,Parkville,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,FALSE
Malaysian,ChIJKZZBzu9D1moRef10MlolYxw,PappaRich Melbourne Uni,"DM, 6, Building 168/189 Grattan St, Parkville VIC 3052, Australia",13,3.8,-37.7991062,144.9628749,2,Parkville,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA
Asian,ChIJKbx-Pi5d1moRC5HyXzxUfv0,Lanna Thai,"65 Flemington Rd, North Melbourne VIC 3051, Australia",259,4.3,-37.7992987,144.9541034,2,Parkville,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
Cafe,ChIJkdJo8NJc1moR5PR6uu2mNZM,Parkside,"369 Royal Parade, Parkville VIC 3052, Australia",187,4.2,-37.7849727,144.9586345,2,Parkville,FALSE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,NA
Mediterranean,ChIJ2cJ6gS9d1moRszBoRpEYDpk,Polo Café,"Cnr Flemington Road &, Harker St, North Melbourne VIC 3051, Australia",17,4.4,NA,-37.7972222,NA,Parkville,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Healthy,ChIJoXgvEqNd1moRWtbnD2xI6Ro,Healthy Choices Salads & Spuds,"Royal Melbourne Hospital, Ground Floor, 300 Grattan St, Parkville VIC 3052, Australia",0,0,NA,-37.7985908,NA,Parkville,NA,TRUE,NA,NA,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,FALSE
Indian,ChIJe9LnviVd1moReKaaWGULSjI,Royal Kebab Cafe,"193 Flemington Rd, North Melbourne VIC 3051, Australia",363,4.3,NA,-37.7949989,1,Parkville,TRUE,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,NA,NA
Asian,ChIJ2290PC5d1moRlh5iYJk-9A0,Mum Mum Asian Street Food,"67 Flemington Rd, North Melbourne VIC 3051, Australia",210,4.6,NA,-37.799353,1,Parkville,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Japanese,ChIJWT2MP21D1moRSrbBc07fl_E,Moonfishh - Melbourne University,"Student Pavilion, The University of Melbourne Tenancy SP5, Student Pavilion, Building 162 Monash Rd, Cnr, 761 Swanston St, Parkville VIC 3052, Australia",6,4.8,NA,-37.798621,NA,Parkville,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,FALSE
Italian,ChIJDb-atVJd1moRDOP2H9AgeUI,Cafe Piccolina,"52 Morrah St, Parkville VIC 3052, Australia",88,4.5,NA,-37.7952893,2,Parkville,NA,TRUE,NA,FALSE,TRUE,TRUE,NA,TRUE,NA,FALSE,TRUE,TRUE,NA
French,ChIJkQgB4SVd1moRNfEY9tvhwEM,Parkville Cafe,"Tenancy B & C 50/54 Flemington Rd, Parkville VIC 3052, Australia",81,3.5,NA,-37.7929997,NA,Parkville,NA,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,NA
Asian,ChIJr3YpXIhd1moRI29vA7Z2c7Q,Gai Wong,"Shop 1/5-17 Flemington Rd, North Melbourne VIC 3051, Australia",689,4.5,NA,-37.8008832,1,Parkville,TRUE,TRUE,TRUE,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
Pizza,ChIJtdVOIi5d1moRvkK585QpJWc,Eat Pizza,"55 Flemington Rd, North Melbourne VIC 3051, Australia",350,4.6,NA,-37.7995645,1,Parkville,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,TRUE,NA,NA
Japanese,ChIJC6iOT_1d1moRuZDIln4vAb4,NARUTO Japanese Restaurant(Parkville),"441 Royal Parade, Parkville VIC 3052, Australia",0,0,TRUE,-37.7830499,NA,Parkville,NA,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Chinese,ChIJq6r-syFd1moRMX0EQl1l9l8,Fat,"435-437 Flemington Rd, North Melbourne VIC 3051, Australia",0,0,NA,-37.7889683,NA,Parkville,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,NA,NA
Thai,ChIJOelfMDtd1moRy04aDfyfE0E,9 Face Thai Cuisine,"362 Abbotsford St, North Melbourne VIC 3051, Australia",81,4.4,NA,-37.798137,NA,Parkville,TRUE,TRUE,TRUE,FALSE,NA,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA
Italian,ChIJt4ctMupC1moR7Opig3NrfSg,Il Duca,"132 Wellington Parade, East Melbourne VIC 3002, Australia",250,4.4,-37.8162904,144.9857104,2,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Italian,ChIJW5Nn5-tC1moR1KnPe_szKQs,Geppetto Trattoria,"78A Wellington Parade, East Melbourne VIC 3002, Australia",474,4.7,-37.8164787,144.9873637,2,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Bar,ChIJoQ71_OtC1moREoPyA323sjY,The Tippler & Co.,"58 Wellington Parade, East Melbourne VIC 3002, Australia",429,4.6,-37.8165595,144.9882328,2,East Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA
French,ChIJdfMFMHVD1moRte8-aR1ODjg,Hemingway's Wine Room,"150 Wellington Parade, East Melbourne VIC 3002, Australia",130,4.5,-37.8161944,144.9849334,NA,East Melbourne,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Cafe,ChIJo6MB88BC1moR1v_Nuo7gZrA,Bedggood & Co.,"137 Wellington Parade S, East Melbourne VIC 3002, Australia",317,4.6,-37.8168041,144.9800473,2,East Melbourne,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Cafe,ChIJ_wbFyedC1moRXHca2d3Oj-o,Grocery Bar East Melbourne,"5/412-442 Victoria Parade, East Melbourne VIC 3002, Australia",138,4.2,-37.8099179,144.985236,2,East Melbourne,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Italian,ChIJiWZcQlZD1moReLf1KVvQ98M,Roccella,"158 Clarendon St, East Melbourne VIC 3002, Australia",923,4.7,-37.8119728,144.9835404,2,East Melbourne,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Japanese,ChIJ6ZOWYbdD1moRwHlgVHJwpnU,Pokapoka Japanese Kitchen,"Ground Floor/74 Wellington Parade, East Melbourne VIC 3002, Australia",60,4.6,-37.8165009,144.9876132,NA,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,FALSE
Pizza,ChIJ_wbFyedC1moRsgKzQvFcTwc,Tribeca Pizza Pasta Bar,"412-442 Victoria Parade, East Melbourne VIC 3002, Australia",123,2.3,-37.809918,144.985236,2,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Mediterranean,ChIJnUqrC-pC1moRSaUlor_B3vs,The Cliveden Bar & Dining,"192 Wellington Parade, East Melbourne VIC 3002, Australia",63,3.9,-37.8158384,144.9833177,1,East Melbourne,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA
Indian,ChIJk1ga3utC1moR8KOg_D4H8eQ,Tadka Hut,"82 Wellington Parade, East Melbourne VIC 3002, Australia",273,3.8,-37.816376,144.9872819,1,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
Fast_food,ChIJg_RW--FD1moRXpWH31SNusE,Mad Patties East Melbourne,"80 Wellington Parade, East Melbourne VIC 3002, Australia",97,4.9,-37.8164583,144.9873354,NA,East Melbourne,TRUE,TRUE,TRUE,FALSE,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE
Pizza,ChIJVU77zudC1moRUURo26Nfxdg,Gourmet Pizza Bar,"162 Albert St, East Melbourne VIC 3002, Australia",55,2.5,-37.810074,144.985476,NA,East Melbourne,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
Australian,ChIJNyXg4-tC1moRiLWebsUnJZE,Memoria Cafe,"74A Wellington Parade, East Melbourne VIC 3002, Australia",0,0,-37.816496,144.9875832,NA,East Melbourne,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA
Seafood,ChIJM3SzyedC1moRXNMbBSUFSmg,Kiwi Fish and Chips,"412-442 Victoria Parade, East Melbourne VIC 3002, Australia",347,4.1,-37.8102271,144.9852094,1,East Melbourne,TRUE,TRUE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,FALSE
Cafe,ChIJh7bPuepC1moRL4BHlUrkdfU,Paddock Cafe,"Olympic Stand inside Gate 3, East Melbourne VIC 3002, Australia",NA,ChIJh7bPuepC1moRL4BHlUrkdfU,-37.8191868,144.9843846,4.3,East Melbourne,FALSE,TRUE,NA,TRUE,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA
Bar,ChIJP9wsWMNC1moRokhV5r22oNQ,Basement Espresso Cafe,"182/184 Victoria Parade, East Melbourne VIC 3002, Australia",1,ChIJP9wsWMNC1moRokhV5r22oNQ,-37.8087984,144.9779113,4,East Melbourne,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,NA
