id,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,name,rating,number_of_bedrooms,number_of_beds,number_of_baths,suburb,price_class,Longitude,Latitude
945995231845397760,476940433,Sharon,Melbourne,Entire home/apt,147,1,5,2023-09-02,5,7,43,5,Rental unit in Melbourne,4.8,2,2,1,Melbourne,medium,144.95388,-37.81352
2374619,12132807,Karolina,Melbourne,Entire home/apt,146,2,15,2016-01-18,0.13,1,0,0,Rental unit in West Melbourne,4.67,1,1,1,North Melbourne,medium,144.94702,-37.80508
8513851,11369108,Aaron,Melbourne,Entire home/apt,146,4,197,2023-08-25,2.04,1,161,35,Rental unit in Melbourne,4.91,1,1,1,Melbourne,medium,144.9659,-37.81611
26760699,51704371,James,Melbourne,Entire home/apt,146,3,172,2023-08-26,2.76,21,69,56,Rental unit in West Melbourne,4.8,1,2,1,North Melbourne,medium,144.95042,-37.81025
30276280,6251770,Ella,Melbourne,Entire home/apt,146,1,250,2023-08-30,4.3,2,157,57,Rental unit in Southbank,4.92,2,2,1,Southbank,medium,144.95793,-37.82603
30718379,293526132,MaisonNets,Melbourne,Entire home/apt,146,3,96,2023-04-17,1.67,11,135,27,Rental unit in Carlton,4.77,1,2,1,Carlton,medium,144.96684,-37.79749
39994750,121165116,Yue,Melbourne,Entire home/apt,146,1,9,2020-01-04,0.2,2,0,0,Rental unit in Melbourne,4.33,2,2,1,Carlton,medium,144.96124,-37.80635
42929151,305193573,Kenny,Melbourne,Entire home/apt,146,2,331,2023-08-23,7.86,7,104,84,Rental unit in Melbourne,4.85,2,2,1,Melbourne,medium,144.95269,-37.81535
49510680,32316995,Yong,Melbourne,Entire home/apt,146,2,80,2023-08-11,2.84,14,95,39,Rental unit in Melbourne,4.73,2,2,2,Melbourne,medium,144.960983276367,-37.8112144470215
49574818,293526132,MaisonNets,Melbourne,Entire home/apt,146,2,47,2023-08-13,1.67,11,352,28,Rental unit in Melbourne,4.85,1,2,1,Melbourne,medium,144.95381,-37.81566
51333420,10627633,Arlene,Melbourne,Entire home/apt,146,2,36,2023-08-14,1.68,1,91,17,Rental unit in Melbourne,4.81,2,2,1,Melbourne,medium,144.9565,-37.81299
52042961,412803321,Fresh Onn,Melbourne,Entire home/apt,146,2,75,2023-08-06,3.19,80,82,34,Rental unit in Melbourne,4.55,2,2,1,Melbourne,medium,144.96111,-37.80712
52154257,412803321,Fresh Onn,Melbourne,Entire home/apt,146,2,65,2023-08-21,2.7,80,71,25,Rental unit in Melbourne,4.48,2,2,2,Melbourne,medium,144.96205,-37.81006
53822777,162316655,Harriet,Melbourne,Entire home/apt,146,1,37,2023-08-19,1.77,30,148,20,Rental unit in Melbourne,4.65,2,4,1,Melbourne,medium,144.9553,-37.81521
53723595,431039793,Yudo,Melbourne,Entire home/apt,146,30,24,2023-08-14,1.16,49,72,12,Rental unit in West Melbourne,4.75,1,1,1,North Melbourne,medium,144.94812,-37.81074
560639464790692800,22860147,Adji,Melbourne,Entire home/apt,146,3,32,2023-08-28,1.89,80,92,20,Rental unit in Melbourne,4.88,1,1,1,Melbourne,medium,144.96677,-37.81061
679926150230974848,347595664,Alex,Melbourne,Entire home/apt,146,2,8,2022-12-28,0.62,31,331,6,Rental unit in Melbourne,4.75,2,3,1,Melbourne,medium,144.96527,-37.8114
697236144885366656,448498379,Brian,Melbourne,Entire home/apt,146,2,60,2023-08-28,4.77,1,144,58,Rental unit in Melbourne,4.87,1,2,1,Melbourne,medium,144.96675,-37.80933
747671263535549696,482486467,Sam,Melbourne,Entire home/apt,146,3,22,2023-08-20,2.38,4,209,22,Serviced apartment in Southbank,4.59,1,1,1,Southbank,medium,144.95744,-37.826
776412118530433536,104431444,James,Melbourne,Entire home/apt,146,2,15,2023-06-17,1.72,47,161,15,Rental unit in Melbourne,4.27,2,2,2,Melbourne,medium,144.9583012,-37.8149346
779574477938246144,446080599,Bedspoke,Melbourne,Entire home/apt,146,1,22,2023-08-26,2.61,77,332,22,Rental unit in Melbourne,4.95,1,1,1,Melbourne,medium,144.9522702,-37.8144943
802711099941786880,111344911,Leon,Melbourne,Entire home/apt,146,3,14,2023-08-20,1.85,37,63,14,Rental unit in Melbourne,4.5,2,2,2,Melbourne,medium,144.9538694,-37.8150137
802869773661579264,412803321,Fresh Onn,Melbourne,Entire home/apt,146,2,8,2023-08-15,1.12,80,65,8,Rental unit in Melbourne,4.75,2,3,1,Melbourne,medium,144.952446349514,-37.8132370944887
806894424947317120,10400502,Maggie,Melbourne,Entire home/apt,146,4,7,2023-09-03,1.23,1,0,7,Rental unit in Melbourne,4.83,2,3,1,Melbourne,medium,144.9550317,-37.813751
811054539611652480,24302087,Ronak,Melbourne,Entire home/apt,146,2,8,2023-08-14,2.53,1,105,8,Rental unit in Melbourne,4.88,2,2,2,Melbourne,medium,144.95377,-37.8152
852096405878443392,279001183,MadeComfy,Melbourne,Entire home/apt,146,1,3,2023-07-16,0.66,250,331,3,Rental unit in Melbourne,4,1,1,1,Melbourne,medium,144.957957,-37.817664
872113498907867520,447673207,Lily,Melbourne,Entire home/apt,146,1,13,2023-09-03,3.39,37,75,13,Condo in Southbank,4.77,2,2,2,Southbank,medium,144.964715076647,-37.8266110823399
890917339625003008,486148939,Ye,Melbourne,Entire home/apt,146,1,17,2023-08-29,5.26,11,116,17,Rental unit in Melbourne,4.65,2,3,2,Melbourne,medium,144.9591846,-37.8099071
990795,5441565,IanJ,Melbourne,Private room,145,3,35,2023-06-04,0.29,1,360,8,Bed and breakfast in Carlton,4.91,1,1,1,Carlton,medium,144.96707,-37.8017
5181933,5592294,Tom & Friends,Melbourne,Entire home/apt,145,1,73,2023-07-16,0.7,2,365,1,Rental unit in Carlton,4.79,2,2,1,Carlton,medium,144.97366,-37.79876
6454272,10482356,Raisa,Melbourne,Entire home/apt,145,3,23,2022-11-21,0.23,1,0,8,Rental unit in North Melbourne,4.61,2,2,1,North Melbourne,medium,144.94651,-37.80051
8294941,43737375,Tom,Melbourne,Entire home/apt,145,3,4,2015-10-24,0.04,2,0,0,Rental unit in Parkville,4.75,2,3,2,Parkville,medium,144.95877,-37.78079
13067687,61295104,Jessica,Melbourne,Entire home/apt,145,1,3,2016-07-10,0.03,1,0,0,Rental unit in North Melbourne,5,2,3,1,North Melbourne,medium,144.95378,-37.80151
15572386,825559,Tikali,Melbourne,Entire home/apt,145,3,137,2023-08-21,1.67,1,0,19,Rental unit in Southbank,4.93,1,2,1,Southbank,medium,144.96687,-37.82907
18622253,40455436,S&S,Melbourne,Entire home/apt,145,1,42,2023-08-13,0.56,34,362,9,Rental unit in Melbourne,4.45,1,1,1,Melbourne,medium,144.95325,-37.81589
19753968,139357999,Thomas,Melbourne,Entire home/apt,145,2,18,2022-01-08,0.24,3,365,0,Rental unit in Carlton,5,2,2,1,Carlton,medium,144.97388,-37.79882
22654547,90569391,David,Melbourne,Entire home/apt,145,2,8,2019-12-28,0.12,1,0,0,Rental unit in West Melbourne,5,1,1,1,North Melbourne,medium,144.95138,-37.80965
24790497,40455436,S&S,Melbourne,Entire home/apt,145,1,52,2022-08-07,0.8,34,362,0,Rental unit in Melbourne,4.75,Studio,1,1,Melbourne,medium,144.95409,-37.8162
26369000,99299233,Maria,Melbourne,Entire home/apt,145,1,171,2022-02-06,2.72,1,0,0,Rental unit in Melbourne,4.8,1,1,1,Melbourne,medium,144.96571,-37.816
28035875,24677361,Gonzalo,Melbourne,Entire home/apt,145,2,41,2023-08-07,0.67,1,256,18,Rental unit in Carlton,4.5,2,3,1,Carlton,medium,144.96509,-37.80209
33051487,79810484,Yuki,Melbourne,Entire home/apt,145,1,64,2020-03-16,1.19,3,0,0,Rental unit in Docklands,4.81,2,3,1,Docklands,medium,144.94205,-37.82008
32648321,126322813,Lullaby,Melbourne,Entire home/apt,145,1,18,2020-01-26,0.33,2,0,0,Rental unit in Melbourne,4.72,1,1,1,Melbourne,medium,144.9684,-37.80869
35098356,139528807,Plum Serviced Apartments,Melbourne,Entire home/apt,145,1,35,2022-11-15,0.68,30,327,3,Serviced apartment in North Melbourne,4,1,1,1,North Melbourne,medium,144.9471,-37.79982
39707838,305193573,Kenny,Melbourne,Entire home/apt,145,2,271,2023-01-22,5.82,7,0,30,Rental unit in Melbourne,4.79,2,3,1,Melbourne,medium,144.95388,-37.81814
40979439,55108623,Mark,Melbourne,Entire home/apt,145,2,59,2023-08-30,1.32,11,33,29,Rental unit in Docklands,4.51,2,2,2,Docklands,medium,144.94661,-37.81958
41353802,10204520,Paul,Melbourne,Private room,145,3,6,2020-03-15,0.14,1,0,0,Rental unit in Melbourne,5,1,1,1,South Yarra - West,medium,144.9795,-37.84629
41089895,321322643,Panda,Melbourne,Entire home/apt,145,2,4,2021-03-07,0.09,11,0,0,Rental unit in Melbourne,4.75,2,2,1,Melbourne,medium,144.96191,-37.80974
41506718,28927771,Jun,Melbourne,Entire home/apt,145,300,8,2022-01-03,0.18,2,0,0,Rental unit in Melbourne,5,2,2,1,Melbourne,medium,144.95484,-37.8153
49583316,213225288,Ming,Melbourne,Entire home/apt,145,1,83,2023-08-21,3.13,42,162,39,Rental unit in Melbourne,4.77,2,2,2,Melbourne,medium,144.95928,-37.81684
51166979,406189026,Benedetta,Melbourne,Entire home/apt,145,1,75,2023-09-02,2.9,2,40,44,Serviced apartment in Melbourne,4.68,1,2,1,Melbourne,medium,144.952164,-37.814194
52473651,139503649,Annemarie,Melbourne,Entire home/apt,145,6,5,2023-06-14,0.54,2,275,5,Rental unit in Docklands,4.8,1,1,1,Docklands,medium,144.94688,-37.81406
53132462,1739996,Paul & Dan,Melbourne,Entire home/apt,145,2,80,2023-09-01,3.71,98,138,45,Rental unit in Melbourne,4.75,2,2,2,Melbourne,medium,144.95488,-37.81591
53592096,140421118,Danny,Melbourne,Entire home/apt,145,3,3,2022-12-14,0.18,13,86,1,Rental unit in Docklands,4.67,1,1,1,Docklands,medium,144.94301,-37.8128
576937147358051968,39208802,Michael,Melbourne,Entire home/apt,145,2,66,2023-08-06,3.65,1,39,37,Rental unit in Southbank,4.95,1,1,1,Southbank,medium,144.967941,-37.829884
638013550172349056,61057480,Clare,Melbourne,Entire home/apt,145,1,5,2023-03-17,0.4,1,0,4,Rental unit in Southbank,5,1,1,1,Southbank,medium,144.969238,-37.829403
741096203968571392,337623596,Aster,Melbourne,Entire home/apt,145,1,59,2023-08-24,5.58,4,187,59,Condo in Melbourne,4.83,1,1,1,Melbourne,medium,144.95446,-37.81765
757011946032952576,484085713,Ji,Melbourne,Entire home/apt,145,1,44,2023-09-01,4.46,23,132,44,Rental unit in Melbourne,4.93,2,2,1,Melbourne,medium,144.96074,-37.81067
757618285432185472,445302022,Mason,Melbourne,Entire home/apt,145,5,28,2023-08-28,3.21,1,88,28,Condo in Melbourne,4.68,1,1,1,Docklands,medium,144.95224,-37.81635
772997278904282880,382384057,360 (Hidden By Airbnb),Melbourne,Entire home/apt,145,1,51,2023-09-03,6.07,15,101,51,Home in Docklands,4.84,2,3,1,Docklands,medium,144.95277,-37.82211
782380106206949632,139564996,Elaine,Melbourne,Entire home/apt,145,1,34,2023-08-20,4.3,6,33,34,Rental unit in West Melbourne,4.44,1,1,1,North Melbourne,medium,144.95124,-37.81129
813590947810432768,484085713,Ji,Melbourne,Entire home/apt,145,1,27,2023-08-25,3.86,23,117,27,Rental unit in Melbourne,4.89,2,2,2,Melbourne,medium,144.9611154,-37.811613
816526178017511680,279001183,MadeComfy,Melbourne,Entire home/apt,145,1,9,2023-07-25,1.45,250,311,9,Rental unit in Melbourne,4.11,1,1,1,Melbourne,medium,144.9532465,-37.816228
837113137852492544,279001183,MadeComfy,Melbourne,Entire home/apt,145,1,3,2023-07-02,0.76,250,285,3,Rental unit in Parkville,4.33,1,1,1,Parkville,medium,144.952676,-37.795633
886734953058682752,484085713,Ji,Melbourne,Entire home/apt,145,1,13,2023-08-20,3.45,23,132,13,Rental unit in Melbourne,5,2,2,2,Melbourne,medium,144.9591846,-37.8099071
886743333042927104,484085713,Ji,Melbourne,Entire home/apt,145,1,11,2023-08-28,3.06,23,142,11,Rental unit in Melbourne,4.91,2,2,2,Melbourne,medium,144.9591846,-37.8099071
894002198868938112,446080599,Bedspoke,Melbourne,Entire home/apt,145,1,4,2023-08-28,1.4,77,328,4,Condo in Melbourne,4.5,1,1,1,Melbourne,medium,144.9521608,-37.8141957
891701314476125696,193368830,Justin,Melbourne,Entire home/apt,145,2,6,2023-08-13,1.76,52,70,6,Rental unit in Southbank,4.83,2,2,2,Southbank,medium,144.9639272,-37.8229226
898820279073890560,213225288,Ming,Melbourne,Entire home/apt,145,1,17,2023-08-20,5.93,42,142,17,Rental unit in Southbank,4.76,2,2,2,Southbank,medium,144.96060055286,-37.8262842013753
924171194072520320,343442154,Advante Homes,Melbourne,Entire home/apt,145,1,3,2023-08-20,2.05,154,126,3,Rental unit in Melbourne,4.33,2,3,1,Melbourne,medium,144.9595488,-37.8088259
10232474,52585557,City Edge,Melbourne,Entire home/apt,144,1,107,2023-04-26,1.15,5,357,11,Rental unit in North Melbourne,4.38,Studio,1,1,North Melbourne,medium,144.95748,-37.80313
10549415,52585557,City Edge,Melbourne,Entire home/apt,144,1,105,2023-05-31,1.13,5,357,17,Rental unit in North Melbourne,4.44,Studio,1,1,North Melbourne,medium,144.95576,-37.80363
10970881,52585557,City Edge,Melbourne,Entire home/apt,144,1,109,2023-08-05,1.19,5,345,15,Rental unit in North Melbourne,4.55,Studio,1,1,North Melbourne,medium,144.95785,-37.80369
13155599,52585557,City Edge,Melbourne,Entire home/apt,144,1,144,2023-07-21,1.66,5,349,25,Rental unit in North Melbourne,4.41,1,1,1,North Melbourne,medium,144.956,-37.80221
21401011,139528807,Plum Serviced Apartments,Melbourne,Hotel room,144,2,29,2023-08-05,0.42,30,249,4,Serviced apartment in Carlton,4.31,Studio,1,1,Carlton,medium,144.9626,-37.80326
23548236,162316655,Harriet,Melbourne,Entire home/apt,144,1,130,2023-08-19,2.05,30,72,52,Rental unit in Melbourne,4.65,2,4,1,Melbourne,medium,144.95341,-37.81391
24269130,139528807,Plum Serviced Apartments,Melbourne,Hotel room,144,1,71,2022-11-27,1.08,30,291,4,Serviced apartment in Carlton,4.37,Studio,1,1,Carlton,medium,144.96472,-37.80331
26012333,139528807,Plum Serviced Apartments,Melbourne,Entire home/apt,144,1,76,2022-07-31,1.2,30,359,0,Serviced apartment in Carlton,4.3,1,1,1,Carlton,medium,144.96254,-37.8053
26012909,139528807,Plum Serviced Apartments,Melbourne,Hotel room,144,2,62,2023-08-19,0.98,30,262,2,Serviced apartment in Carlton,4.32,Studio,1,1,Carlton,medium,144.96422,-37.8037
27704501,139528807,Plum Serviced Apartments,Melbourne,Hotel room,144,2,47,2023-07-30,0.77,30,256,2,Serviced apartment in Carlton,4.47,Studio,1,1,Carlton,medium,144.96238,-37.80483
31390096,139528807,Plum Serviced Apartments,Melbourne,Hotel room,144,2,5,2023-04-22,0.09,30,356,1,Serviced apartment in Carlton,5,1,1,1,Carlton,medium,144.96389,-37.80324
33400380,250728706,Chirag,Melbourne,Entire home/apt,144,3,79,2023-08-03,1.48,4,7,8,Rental unit in Melbourne,4.86,2,2,1,Melbourne,medium,144.96564,-37.81204
36655250,34619398,Eduardo Luis,Melbourne,Entire home/apt,144,2,203,2023-08-21,4.03,9,317,68,Rental unit in Southbank,4.74,2,2,2,Southbank,medium,144.9591,-37.82767
36685842,23281766,Rob,Melbourne,Entire home/apt,144,3,40,2022-06-27,0.8,4,0,0,Rental unit in Melbourne,5,1,1,1,East Melbourne,medium,144.97224,-37.81702
37718113,154877871,Justin,Melbourne,Entire home/apt,144,2,43,2023-04-18,0.92,56,0,6,Rental unit in North Melbourne,4.88,1,1,1,North Melbourne,medium,144.95031,-37.80306
37898333,34619398,Eduardo Luis,Melbourne,Entire home/apt,144,2,170,2023-08-27,3.47,9,292,68,Rental unit in Southbank,4.81,2,2,2,Southbank,medium,144.95925,-37.82643
38133333,139528807,Plum Serviced Apartments,Melbourne,Private room,144,1,22,2023-04-03,0.46,30,319,7,Hotel in Carlton,4.18,1,1,1,Carlton,medium,144.96272,-37.80339
42764426,340451193,YEHS Hotel,Melbourne,Private room,144,1,57,2023-08-21,1.73,3,355,38,Boutique hotel in Melbourne,4,1,1,1,Melbourne,medium,144.95335,-37.81616
48215994,38814953,Maddy,Melbourne,Entire home/apt,144,1,34,2023-03-25,1.1,62,365,11,Rental unit in Carlton,4,2,3,1,Carlton,medium,144.96373,-37.80494
48230719,10394006,Daniel,Melbourne,Entire home/apt,144,2,25,2023-08-22,0.82,13,12,12,Rental unit in Melbourne,4.92,1,2,1,Melbourne,medium,144.96082,-37.81071
48449832,38814953,Maddy,Melbourne,Entire home/apt,144,1,40,2023-08-09,2.01,62,319,25,Rental unit in Carlton,4.13,2,3,1,Carlton,medium,144.9642,-37.80482
49746698,231393835,Renlei,Melbourne,Entire home/apt,144,1,133,2023-08-15,4.77,22,149,58,Rental unit in Melbourne,4.76,2,3,1,Melbourne,medium,144.9609753,-37.8116241
49909742,52585557,City Edge,Melbourne,Entire home/apt,144,1,62,2023-07-23,2.87,5,356,23,Serviced apartment in North Melbourne,4.29,1,1,1,Carlton,medium,144.95791,-37.80282
52993262,15919031,Madeleine,Melbourne,Entire home/apt,144,2,60,2023-08-12,2.85,1,0,42,Loft in Carlton,4.87,1,1,1,Carlton,medium,144.96561,-37.80534
54061080,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,40,2023-06-01,1.96,154,161,16,Rental unit in Melbourne,4.45,2,3,1,Melbourne,medium,144.959549,-37.808826
567578208412316928,387672157,AnCal Super Hosts,Melbourne,Entire home/apt,144,3,56,2023-08-23,3.06,10,118,30,Rental unit in Melbourne,4.64,2,2,1,Melbourne,medium,144.96333,-37.81344
591013640499842816,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,11,2023-08-05,1.34,154,148,11,Rental unit in Melbourne,3.91,2,3,1,Melbourne,medium,144.967468,-37.808758
613346541466605952,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,44,2023-08-28,2.7,154,144,29,Rental unit in Melbourne,4.16,2,3,1,Melbourne,medium,144.95491,-37.818027
639611327497144064,251178409,Lihua,Melbourne,Entire home/apt,144,1,73,2023-08-28,4.79,5,136,59,Rental unit in Melbourne,4.92,2,2,1,Melbourne,medium,144.96018327366,-37.810758746857
659803291031687168,258055539,Alexi Stays,Melbourne,Entire home/apt,144,2,33,2023-07-09,2.33,5,0,28,Rental unit in Melbourne,4.76,1,2,1,Melbourne,medium,144.955635649738,-37.8131195296071
679391236813907072,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,22,2023-08-29,1.71,154,152,19,Rental unit in Melbourne,4.27,2,2,1,Melbourne,medium,144.9542283,-37.8148884
675834946942058496,279001183,MadeComfy,Melbourne,Entire home/apt,144,1,7,2023-07-10,0.64,250,354,7,Rental unit in Melbourne,3.86,Studio,1,1,Melbourne,medium,144.95755,-37.81873
701755344893514240,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,24,2023-08-28,1.96,154,126,23,Rental unit in Docklands,4.42,2,3,1,Docklands,medium,144.9469926,-37.8145933
708892262416580608,354885434,Quickstay,Melbourne,Entire home/apt,144,3,22,2023-08-21,1.99,24,256,22,Condo in Melbourne,4.73,2,2,2.5,Melbourne,medium,144.96306,-37.81063
716931408510420224,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,20,2023-09-02,1.88,154,148,20,Rental unit in Melbourne,4.4,2,2,1,Melbourne,medium,144.9606515,-37.8115161
723620193083985152,480101182,Tracy,Melbourne,Entire home/apt,144,2,34,2023-08-23,3.28,1,221,34,Rental unit in Southbank,4.71,1,1,1,Southbank,medium,144.96023,-37.82273
720138592789691648,473366532,Bozhu,Melbourne,Entire home/apt,144,1,50,2023-09-01,4.37,8,152,50,Rental unit in Melbourne,4.76,2,2,2,Melbourne,medium,144.96002,-37.81266
757072397488913280,473366532,Bozhu,Melbourne,Entire home/apt,144,1,54,2023-08-25,5.57,8,152,54,Rental unit in Melbourne,4.94,2,2,1,Melbourne,medium,144.959829561803,-37.811976874362
768375247316908672,484085713,Ji,Melbourne,Entire home/apt,144,1,33,2023-09-01,3.68,23,149,33,Rental unit in Melbourne,4.91,2,2,1,Melbourne,medium,144.9609753,-37.8116241
771336259602863360,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,11,2023-08-18,1.25,154,151,11,Rental unit in Melbourne,4.27,2,2,1,Melbourne,medium,144.9598139,-37.8109969
773027643028577536,382384057,360 (Hidden By Airbnb),Melbourne,Entire home/apt,144,3,55,2023-09-02,6.11,15,125,55,Home in Docklands,4.87,2,3,1,Docklands,medium,144.95377,-37.82213
788016109516687360,104431444,James,Melbourne,Entire home/apt,144,2,14,2023-07-24,1.67,47,149,14,Rental unit in Southbank,4.43,2,2,1,Southbank,medium,144.9631638,-37.8236674
792153886865712384,5326590,Anastasia,Melbourne,Entire home/apt,144,2,20,2023-08-27,2.55,4,114,20,Rental unit in North Melbourne,5,1,1,1,North Melbourne,medium,144.955313,-37.800515
807051609554818816,67024990,Gabby,Melbourne,Entire home/apt,144,1,40,2023-08-19,5.36,10,53,40,Rental unit in Melbourne,4.48,2,3,1,Melbourne,medium,144.967301632814,-37.8113027680795
809286317688465152,484085713,Ji,Melbourne,Entire home/apt,144,1,22,2023-09-01,3.44,23,158,22,Rental unit in Melbourne,4.82,2,2,1,Melbourne,medium,144.9609753,-37.8116241
818284806035919104,484085713,Ji,Melbourne,Entire home/apt,144,1,32,2023-08-23,4.95,23,150,32,Rental unit in Melbourne,4.94,2,2,1,Melbourne,medium,144.9609753,-37.8116241
821392115697646080,22860147,Adji,Melbourne,Entire home/apt,144,3,15,2023-08-27,2.34,80,136,15,Rental unit in Melbourne,4.87,1,1,1,Melbourne,medium,144.961879868766,-37.8141011610368
821873436323142912,484085713,Ji,Melbourne,Entire home/apt,144,1,32,2023-08-31,5.11,23,128,32,Rental unit in Melbourne,5,2,2,2,Melbourne,medium,144.9609753,-37.8116241
829236924466036992,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,14,2023-08-28,2.35,154,155,14,Rental unit in Melbourne,4.36,2,3,1,Melbourne,medium,144.966969,-37.8078524
870115116140427776,447673207,Lily,Melbourne,Entire home/apt,144,1,7,2023-08-20,1.63,37,86,7,Rental unit in Southbank,4.86,2,2,2,Southbank,medium,144.964936855077,-37.8260903428984
876980647619361152,490412553,Rest Collection,Moonee Valley,Entire home/apt,144,2,3,2023-08-14,1.45,19,127,3,Rental unit in Travancore,4.67,2,3,1,Parkville,medium,144.93953,-37.78427
887254896967769856,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,7,2023-08-31,2.1,154,117,7,Rental unit in Melbourne,4.14,2,3,1,Melbourne,medium,144.9710305,-37.8160043
898465321011460864,512415987,Terence,Melbourne,Entire home/apt,144,2,8,2023-08-27,4.62,1,36,8,Condo in Melbourne,4.75,1,2,1,Melbourne,medium,144.952951204673,-37.8152477964012
902497838273851136,493473467,ZenStayz,Melbourne,Entire home/apt,144,1,8,2023-08-28,2.76,2,191,8,Rental unit in Southbank,5,2,2,2,Southbank,medium,144.9596778,-37.826641
904622491858422784,343442154,Advante Homes,Melbourne,Entire home/apt,144,1,4,2023-08-05,2.07,154,154,4,Rental unit in Melbourne,4.25,2,3,2,North Melbourne,medium,144.9581589,-37.8045817
924176292037986560,104431444,James,Melbourne,Entire home/apt,144,1,3,2023-08-20,1.67,47,180,3,Rental unit in Melbourne,5,2,2,1,Melbourne,medium,144.957357947452,-37.8152676707493
952399258371082368,501731943,Ivy,Melbourne,Entire home/apt,144,1,3,2023-08-26,3,10,84,3,Rental unit in Southbank,5,2,2,1,Southbank,medium,144.9581274,-37.8271243
8982579,45719220,STAY IN Melb,Melbourne,Entire home/apt,143,6,195,2023-07-22,2.04,6,86,8,Rental unit in Melbourne,4.81,1,1,1,Melbourne,medium,144.96209,-37.80965
14461615,10394006,Daniel,Melbourne,Entire home/apt,143,2,194,2023-08-20,2.27,13,112,5,Rental unit in Melbourne,4.89,1,2,1,Melbourne,medium,144.95305,-37.81581
17950323,2462068,Jared And Kristy,Melbourne,Entire home/apt,143,2,363,2023-09-03,4.63,1,190,71,Rental unit in Carlton,4.93,Studio,2,1,Carlton,medium,144.9683,-37.80699
21671865,79551817,Tack,Melbourne,Entire home/apt,143,2,8,2018-01-21,0.11,1,0,0,Rental unit in North Melbourne,4.75,2,2,2,North Melbourne,medium,144.95536,-37.80149
22898571,162316655,Harriet,Melbourne,Entire home/apt,143,1,212,2023-09-02,3.1,30,143,37,Rental unit in Melbourne,4.74,2,4,1,Melbourne,medium,144.95324,-37.81502
29837219,142325689,Domo,Melbourne,Entire home/apt,143,1,9,2020-03-16,0.15,28,0,0,Condo in Melbourne,3.63,2,3,1,Melbourne,medium,144.96113,-37.80999
32556675,6251770,Ella,Melbourne,Entire home/apt,143,1,213,2023-08-19,3.88,2,125,61,Rental unit in Melbourne,4.89,2,3,1,Melbourne,medium,144.96727,-37.80897
38595358,69641549,Fang,Melbourne,Entire home/apt,143,1,58,2023-07-30,1.2,8,57,11,Rental unit in North Melbourne,4.59,1,1,1,North Melbourne,medium,144.94146,-37.7961
38653459,69641549,Fang,Melbourne,Entire home/apt,143,1,56,2023-01-27,1.16,8,61,4,Rental unit in North Melbourne,4.35,1,1,1,North Melbourne,medium,144.94188,-37.79746
47775522,334812918,Claude,Melbourne,Entire home/apt,143,3,62,2023-09-02,2.03,1,158,28,Rental unit in East Melbourne,4.81,1,2,1,East Melbourne,medium,144.99031,-37.81026
48200570,310343216,Kylee,Melbourne,Entire home/apt,143,1,9,2023-04-29,0.29,23,138,2,Rental unit in Melbourne,4.11,Studio,2,1.5,North Melbourne,medium,144.95122,-37.81242
48202733,38814953,Maddy,Melbourne,Entire home/apt,143,1,96,2023-08-19,3.11,62,254,45,Rental unit in Carlton,4.21,1,4,1,Carlton,medium,144.96232,-37.80495
48454677,38814953,Maddy,Melbourne,Entire home/apt,143,1,23,2023-07-03,0.76,62,230,9,Rental unit in Carlton,3.65,2,2,1,Melbourne,medium,144.96255,-37.80688
48984339,392306676,Rodelia,Melbourne,Entire home/apt,143,1,34,2023-05-02,1.17,69,357,18,Rental unit in Carlton,3.91,2,2,1,Melbourne,medium,144.96235,-37.80662
48814117,392306676,Rodelia,Melbourne,Entire home/apt,143,1,16,2023-06-30,0.54,69,309,5,Serviced apartment in Carlton,3.63,2,3,1,Melbourne,medium,144.96369,-37.80687
49448052,1739996,Paul & Dan,Melbourne,Entire home/apt,143,2,112,2023-08-20,3.94,98,176,52,Rental unit in Southbank,4.75,2,2,1,Southbank,medium,144.95734,-37.82683
50425114,310343216,Kylee,Melbourne,Entire home/apt,143,1,15,2023-07-29,0.8,23,261,8,Serviced apartment in Melbourne,4.47,2,3,1,Melbourne,medium,144.95211,-37.81419
50612300,213225288,Ming,Melbourne,Entire home/apt,143,1,87,2023-08-16,3.26,42,153,5,Condo in Southbank,4.9,2,2,2,Southbank,medium,144.9638,-37.82476
639320611185445376,526140891,AirKeeper,Melbourne,Entire home/apt,143,2,24,2023-07-03,1.6,36,283,15,Home in Melbourne,4.58,2,2,2,Melbourne,medium,144.95295715332,-37.8157157897949
703039889587543808,447673207,Lily,Melbourne,Entire home/apt,143,1,35,2023-07-30,3.1,37,64,35,Condo in Southbank,4.69,2,2,2,Southbank,medium,144.96213,-37.82515
719828955541925632,325425790,Tony,Melbourne,Entire home/apt,143,1,74,2023-09-03,6.98,2,239,74,Rental unit in Docklands,4.89,1,2,1,Docklands,medium,144.95212,-37.8207
