latitude,longitude,type,info,category
-37.815397268275994,144.94056198429413,Stainless Steel Drinking Fountain / Old Docklands Type,,drinking_fountains
-37.79581789599728,144.93892278396697,Leaf Type / Dog Bowl ,Clayton Reserve,drinking_fountains
-37.81884561014748,144.94837757274016,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.8148665286666,144.979341237583,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.82000241423202,144.9437625580217,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.818466012455424,144.97388211503446,Drinking Fountain / Type 2,Birrarung Marr,drinking_fountains
-37.79825505675542,144.9705660670761,Drinking Fountain / Monument Style Type 2,,drinking_fountains
-37.81841607031649,144.94658139539987,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.8334339089649,144.98151523466336,Stainless Steel Drinking Fountain / Leaf Type,Kings Domain South,drinking_fountains
-37.81099949197208,144.99096539168528,Drinking Fountain / Type 1,,drinking_fountains
-37.81237811232576,144.96521212904446,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.8188136383738,144.942903892035,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.78073096453612,144.95108741208116,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.81506309138495,144.96899203807533,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.822177747738806,144.93826895163244,Unknown,,drinking_fountains
-37.813586967977756,144.9803405398592,Leaf Type / With Bottle Refill Tap,Fitzroy Gardens,drinking_fountains
-37.82122088208344,144.94418531958326,Stainless Steel Drinking Fountain / Old Docklands Type,,drinking_fountains
-37.79376491305337,144.97024082502696,Stainless Steel Drinking Fountain / Leaf Type,Reeves Street Park,drinking_fountains
-37.80596124931496,144.97143107579004,Leaf Type / With Bottle Refill Tap,Carlton Gardens South,drinking_fountains
-37.79206873155685,144.9297513827727,Drinking Fountain / Type 1,,drinking_fountains
-37.8163642527943,144.95539891425878,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.79686727949099,144.952046464975,Treated Timber Drinking Fountain / Ievers Reserve,,drinking_fountains
-37.8213916576197,144.94536775680646,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.803371100927336,144.96636401763817,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.813892178607055,144.9641120868484,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.82034342836768,144.94031908099987,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.78098685657206,144.962456506622,Stainless Steel Drinking Fountain / Leaf Type,Princes Park,drinking_fountains
-37.82120300569749,144.9464400812558,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.8386331437282,144.97805941362765,Leaf Type / Dog Bowl ,Fawkner Park,drinking_fountains
-37.79775185327968,144.96744736482998,Drinking Fountain / Lygon St Type,,drinking_fountains
-37.81553989313365,144.95836642425357,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.80566602896913,144.94256675118035,Leaf Type / Dog Bowl ,Railway Place And Miller Street Reserve,drinking_fountains
-37.80262121799853,144.96563804631617,Stainless Steel Drinking Fountain / Leaf Type,Argyle Square,drinking_fountains
-37.81378184056998,144.94225864282328,Stainless Steel Drinking Fountain / Leaf Type,,drinking_fountains
-37.80980631970157,144.97383443627947,Stainless Steel Drinking Fountain / Leaf Type,Parliament Reserve,drinking_fountains
-37.802215372127485,144.96301319081624,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.779553322018664,144.93984653851456,Stainless Steel Drinking Fountain / Leaf Type,Parkville Gardens,drinking_fountains
-37.832243003760865,144.97302849826244,Historic or Heritage Drinking Fountains / Shrine Gardens,,drinking_fountains
-37.81276680167682,144.9815543655956,Stainless Steel Drinking Fountain / Leaf Type,Bottle Refill Tap,drinking_fountains
-37.78205389103602,144.95697021635434,Historic or Heritage fountains / Royal Park,,drinking_fountains
