address,latitude,created_date,longitude,organisation,classification,name,category,title,type,website,tree_common_name,tree_scientific_name,date_of_tree_planted,theme,sub_theme,geometry,location_id
"Podium, 1 Southgate Avenue, Southbank, 3006",-37.82047861515797,,144.96589092458512,,,Aria Bar & Lounge,music_venues,,Bar,http://www.sebeldocklands.com.au/en/meeting-rooms/aria-bar-and-events.html,,,,,,POINT (144.96589092458512 -37.82047861515797),35
"4-6 Goldie Place, Melbourne, 3000",-37.813558526665716,,144.96075407581748,,,Paris Cat Jazz Club,music_venues,,Venue,http://pariscat.com.au/,,,,,,POINT (144.96075407581748 -37.813558526665716),56
"Level 1, 26 King Street, Melbourne, 3000",-37.81961099011078,,144.95739295718033,,,Clique Bar,music_venues,,Nightclub,http://www.cliquebar.com.au/,,,,,,POINT (144.95739295718033 -37.81961099011078),131
"Shop 46B, Ground, 8 Whiteman Street, Southbank, 3006",-37.82237743370056,,144.96013664101957,,,Man Tong Kitchen,music_venues,,Bar,http://www.mantongkitchen.com.au/,,,,,,POINT (144.96013664101957 -37.82237743370056),80
"Unit 1, Basement, 313-315 Flinders Lane, Melbourne, 3000",-37.817456737067324,,144.96378913395765,,,Randy Dragon,music_venues,,Bar,http://www.randydragon.com.au/,,,,,,POINT (144.96378913395765 -37.817456737067324),84
"278-300 Swanston Street, Melbourne, 3000",-37.81103540168751,,144.96467176356475,,,QV Melbourne,music_venues,,Bar,http://www.qv.com.au,,,,,,POINT (144.96467176356475 -37.81103540168751),3
"94-96 Bourke Street, Melbourne, 3000",-37.812003038513254,,144.97032587079298,,,The Elephant and Wheelbarrow,music_venues,,Hotel,https://bourkest.elephantandwheelbarrow.com.au/,,,,,,POINT (144.97032587079298 -37.812003038513254),71
"501 Bourke Street, Melbourne, 3000",-37.81557207833605,,144.9591017007643,,,RACV City Club,music_venues,,Hotel,https://www.racv.com.au/travel-leisure/racv-club/city-club.html,,,,,,POINT (144.9591017007643 -37.81557207833605),36
"Level 2-3, 2 Coverlid Place, Melbourne, 3000",-37.812290077617654,,144.96856088051632,,,Roxanne Bar,music_venues,,Venue,https://www.facebook.com/roxannebarmelbourne/,,,,,,POINT (144.96856088051632 -37.812290077617654),20
"Shop 54A, Level 2, 8 Whiteman Street, Southbank, 3006",-37.82237605653925,,144.96005715393778,,,The Palms At Crown,music_venues,,Bar,https://www.crownmelbourne.com.au/events-conferences/function-venues/the-palms-at-crown,,,,,,POINT (144.96005715393778 -37.82237605653925),80
"Shop 303, Level 3, 300 Lonsdale Street, Melbourne, 3000",-37.81049466323917,,144.96260892303593,,,Lion Hotel at Melbourne Central,music_venues,,Bar,http://www.acemelbourne.com.au/mclion/,,,,,,POINT (144.96260892303593 -37.81049466323917),62
"Ground, 65 Peel Street, West Melbourne, 3003",-37.80669546524965,,144.95560816104967,,,The Drunken Poet,music_venues,,Bar,http://www.thedrunkenpoet.com.au/,,,,,,POINT (144.95560816104967 -37.80669546524965),27
"Pt Ground & Levels 1-5, 334-342 City Road, Southbank, 3006",-37.82795247595504,,144.95758234751773,,,Urban Central Backpackers,music_venues,,Venue,http://urbancentral.com.au/,,,,,,POINT (144.95758234751773 -37.82795247595504),81
"Level 1, 413-417 Elizabeth Street, Melbourne, 3000",-37.80915406493112,,144.9606400792035,,,Workshop,music_venues,,Bar,http://www.workshopbar.com.au/,,,,,,POINT (144.9606400792035 -37.80915406493112),26
"298 Lygon Street, Carlton, 3053",-37.799970643253964,,144.96723895405708,,,Carlton Yacht Club,music_venues,,,,,,,,,POINT (144.96723895405708 -37.799970643253964),31
"90-130 Swanston Street, Melbourne, 3000",-37.814912543799636,,144.9664536170434,,,Melbourne Town Hall,music_venues,,Performance space,http://www.melbourne.vic.gov.au/community/hubs-bookable-spaces/Pages/melbourne-town-hall-rooms-for-hire.aspx,,,,,,POINT (144.9664536170434 -37.814912543799636),99
"8 Whiteman Street, Southbank, 3006",-37.822486643580916,,144.96013363399763,,,Crown Casino,music_venues,,Casino,http://www.level3atcrown.com.au/,,,,,,POINT (144.96013363399763 -37.822486643580916),80
"150-162 Flinders Street, Melbourne, 3000",-37.81672152422505,,144.9694950938554,,,The Forum Theatre,music_venues,,Venue,https://forummelbourne.com.au/,,,,,,POINT (144.9694950938554 -37.81672152422505),72
"577-583 Little Collins Street, Melbourne, 3000",-37.81764606140045,,144.95554920127617,,,The Bottom End,music_venues,,,,,,,,,POINT (144.95554920127617 -37.81764606140045),73
"Rear, 88 Flinders Street, Melbourne, 3000",-37.81602795476901,,144.97181318906033,,,Eau de Vie,music_venues,,Bar,,,,,,,POINT (144.97181318906033 -37.81602795476901),117
"293-299 La Trobe Street, Melbourne, 3000",-37.81071423194513,,144.96049941842946,,,Duke Of Kent Hotel,music_venues,,Venue,,,,,,,POINT (144.96049941842946 -37.81071423194513),55
"Ground & Level 1, 267 Little Collins Street, Melbourne, 3000",-37.81471253447779,,144.96556243961416,,,Polepole Bar,music_venues,,Bar,http://www.polepolebar.com.au/,,,,,,POINT (144.96556243961416 -37.81471253447779),4
"Basement, 125 Flinders Lane, Melbourne, 3000",-37.81553872471665,,144.97036036207516,,,GoGo Bar,music_venues,,Bar,https://www.chinchinrestaurant.com.au/melbourne/gogo-bar/,,,,,,POINT (144.97036036207516 -37.81553872471665),117
"Level 2, 318-322 Little Collins Street, Melbourne, 3000",-37.81503810840179,,144.96410864029963,,,New Guernica,music_venues,,Nightclub,http://www.newguernica.com.au/,,,,,,POINT (144.96410864029963 -37.81503810840179),53
"421 Rathdowne Street, Carlton, 3053",-37.79645167488737,,144.97050823745553,,,Capitano,music_venues,,Hotel,https://www.thebeaufort.com.au/,,,,,,POINT (144.97050823745553 -37.79645167488737),50
"Shed 9, Victoria Harbour, Docklands, 3008",-37.816571590803626,,144.9439939584494,,,The Woolshed,music_venues,,Hotel,https://www.woolshed.melbourne/,,,,,,POINT (144.9439939584494 -37.816571590803626),78
"Ground, 397 Little Lonsdale Street, Melbourne, 3000",-37.81181776178239,,144.96018541434393,,,Horse Bazaar,music_venues,,Bar,http://www.horsebazaar.com.au/,,,,,,POINT (144.96018541434393 -37.81181776178239),56
"78-86 Dudley Street, West Melbourne, 3003",-37.80900975220489,,144.9526861520936,,,Witches In Britches,music_venues,,Amusement/Theme Venue,http://www.witchesinbritches.com.au/,,,,,,POINT (144.9526861520936 -37.80900975220489),132
"Ground, 113 Queen Street, Melbourne, 3000",-37.815890178211724,,144.9609036675483,,,CQ Melbourne,music_venues,,Nightclub,http://www.cqmelbourne.com.au/our-venues/cq-nightclub-home,,,,,,POINT (144.9609036675483 -37.815890178211724),36
"229 Queensbury St, Carlton,",-37.80447486558001,,144.9611358873818,,,Colour Nightclub,music_venues,,Nightclub,https://www.facebook.com/colournight.club/,,,,,,POINT (144.9611358873818 -37.80447486558001),54
"Unit 1, 377 Lonsdale Street, Melbourne, 3000",-37.81267565867737,,144.96140750009823,,,Trapt Bar and Escape Rooms,music_venues,,,,,,,,,POINT (144.96140750009823 -37.81267565867737),56
"Level 1, 246 Russell Street, Melbourne, 3000",-37.81048858505954,,144.96722384705905,,,The Red Hummingbird,music_venues,,Bar,https://www.redhummingbird.com.au/,,,,,,POINT (144.96722384705905 -37.81048858505954),30
"Level 2, 79 Bourke Street, Melbourne, 3000",-37.81207864874162,,144.97105279643523,,,Good Heavens,music_venues,,Bar,http://www.goodheavens.com.au/,,,,,,POINT (144.97105279643523 -37.81207864874162),71
"Level 1, 16-20 Corrs Lane, Melbourne, 3000",-37.811157037789194,,144.96837654729146,,,Berlin Bar,music_venues,,Bar,http://www.berlinbar.com.au/,,,,,,POINT (144.96837654729146 -37.811157037789194),20
"AAMI Park, Olympic Park, 60 Olympic Boulevard, Melbourne, 3004",-37.823968769882505,,144.98255462534763,,,AAMI Park,music_venues,,Performance space,https://www.aamipark.com.au/,,,,,,POINT (144.98255462534763 -37.823968769882505),110
"12 Bligh Place, Melbourne, 3000",-37.81710896940462,,144.9637044827892,,,Robot Bar,music_venues,,Bar,http://www.robotsushi.com/,,,,,,POINT (144.9637044827892 -37.81710896940462),84
"Tenancy 6, Alfred Deakin Building, Federation Square, 2 Swanston Street, Melbourne, 3000",-37.81834623092842,,144.96908666163947,,,Australian Centre for the Moving Image (ACMI),music_venues,,Multi-use,https://www.acmi.net.au/,,,,,,POINT (144.96908666163947 -37.81834623092842),119
"Level 55S, 525 Collins Street, Melbourne, 3000",-37.818353178519466,,144.95714325498983,,,The Lui Bar,music_venues,,,,,,,,,POINT (144.95714325498983 -37.818353178519466),131
"5 Riverside Quay, Southbank, 3006",-37.82144024332026,,144.96446071868732,,,Belgian Beer Cafe Melbourne,music_venues,,Bar,https://www.belgianbeercafemelbourne.com.au/,,,,,,POINT (144.96446071868732 -37.82144024332026),35
"Unit 1, Basement, 277 Flinders Lane, Melbourne, 3000",-37.81703740632109,,144.96524327382468,,,The Mill House Bar,music_venues,,Bar,http://themillhouse.com.au/,,,,,,POINT (144.96524327382468 -37.81703740632109),69
"71 Collins Street, Melbourne, 3000",-37.81424168617854,,144.97130100975428,,,Harley House,music_venues,,Bar,https://harleyhouse.com.au/,,,,,,POINT (144.97130100975428 -37.81424168617854),39
"Union House Building 130, 230 Grattan Street, Parkville, 3010",-37.799912958805734,,144.96063239627077,,,Union House Theatre University of Melbourne,music_venues,,Public University/College,https://umsu.unimelb.edu.au/,,,,,,POINT (144.96063239627077 -37.799912958805734),46
"Gnd & Bmt, 125 Swanston Street, Melbourne, 3000",-37.81474151304183,,144.96600928994255,,,Max Watt's,music_venues,,Venue,http://www.maxwatts.com.au/melbourne/,,,,,,POINT (144.96600928994255 -37.81474151304183),4
"Shop 1, 242 Exhibition Street, Melbourne, 3000",-37.809916568560254,,144.96975861429243,,,Coopers Inn,music_venues,,Hotel,http://www.coopersinn.com.au/,,,,,,POINT (144.96975861429243 -37.809916568560254),20
"100 St Kilda Road, Southbank, 3006",-37.821552859925035,,144.96888500926758,,,Arts Centre Melbourne,music_venues,,Performance space,https://www.artscentremelbourne.com.au/,,,,,,POINT (144.96888500926758 -37.821552859925035),28
"223-227 Canning Street, Carlton, 3053",-37.7930358326425,,144.9735256623954,,,Dan O'Connell Hotel,music_venues,,Hotel,http://www.thedan.com.au/,,,,,,POINT (144.9735256623954 -37.7930358326425),50
"502-504 Flinders Street, Melbourne, 3000",-37.82013879156501,,144.95772242087293,,,Insignia On Flinders,music_venues,,Bar,https://www.zomato.com/melbourne/insignia-flinders-street-cbd-melbourne,,,,,,POINT (144.95772242087293 -37.82013879156501),131
"400-424 Flinders Street, Melbourne, 3000",-37.81931971370013,,144.96049295002675,,,Immigration Museum,music_venues,,Museum,https://museumsvictoria.com.au/immigrationmuseum/,,,,,,POINT (144.96049295002675 -37.81931971370013),14
"521 Macaulay Road, Kensington, 3031",-37.79436125976925,,144.92860315925475,,,Hardimans Hotel,music_venues,,Hotel,http://www.hardimans.com.au/,,,,,,POINT (144.92860315925475 -37.79436125976925),85
"20 Parliament Place, East Melbourne, 3002",-37.811280207254434,,144.97559084778078,,,Park Hyatt Melbourne,music_venues,,Accommodation,https://melbourne.park.hyatt.com/en/hotel/home.html,,,,,,POINT (144.97559084778078 -37.811280207254434),17
"87-91 Arden Street, North Melbourne, 3051",-37.80085694095499,,144.94761918548477,,,New Market Studios,music_venues,,,,,,,,,POINT (144.94761918548477 -37.80085694095499),86
"Level 1-3, 256 Collins Street, Melbourne, 3000",-37.81569096024321,,144.96536899928205,,,The Butterfly Club,music_venues,,,,,,,,,POINT (144.96536899928205 -37.81569096024321),53
"240 King Street, Melbourne, 3000",-37.81460565414994,,144.95509368927424,,,Colonial Hotel/Brown Alley Night Club,music_venues,,Hotel,https://www.thecolonialhotel.com.au/,,,,,,POINT (144.95509368927424 -37.81460565414994),132
"100-186 La Trobe Street, Melbourne, 3000",-37.809097098049996,,144.96503629766326,,,RMIT University,music_venues,,Gallery,https://www.rmit.edu.au/events/contact/venue-enquiries,,,,,,POINT (144.96503629766326 -37.809097098049996),66
"11 Singers Lane, Melbourne, 3000",-37.8112098332617,,144.95679721844013,,,Bird's Basement,music_venues,,Venue,https://birdsbasement.com/,,,,,,POINT (144.95679721844013 -37.8112098332617),109
"621-633 Bourke Street, Melbourne, 3000",-37.816698511726194,,144.95514280793918,,,The Royal Melbourne Hotel,music_venues,,,,,,,,,POINT (144.95514280793918 -37.816698511726194),73
"John Curtin Hotel, 27-31 Lygon Street, Carlton, 3053",-37.806212169256085,,144.9658160624824,,,The Curtin,music_venues,,Venue,http://www.johncurtinhotel.com/,,,,,,POINT (144.9658160624824 -37.806212169256085),61
"383 Lonsdale Street, Melbourne, 3000",-37.812729378942684,,144.96122123033936,,,Club Retro,music_venues,,Nightclub,http://www.clubretro.com.au/,,,,,,POINT (144.96122123033936 -37.812729378942684),56
"Vault, 1-9 Princes Walk, Melbourne, 3000",-37.818689511539546,,144.96869720953168,,,Riverland Bar,music_venues,,Bar,http://www.riverlandbar.com/,,,,,,POINT (144.96869720953168 -37.818689511539546),5
"Level 1-4, 167-175 Franklin Street, Melbourne, 3000",-37.80871596791028,,144.95902457942904,,,Disco Bar,music_venues,,Bar,https://www.tripadvisor.com.au/LocationPhotoDirectLink-g255100-d286290-i126403786-Discovery_Melbourne-Melbourne_Victoria.html,,,,,,POINT (144.95902457942904 -37.80871596791028),51
"Margaret Court Arena, Melbourne Park, 200 Batman Avenue, Melbourne, 3004",-37.8225900077663,,144.9779329217489,,,Margaret Court Arena,music_venues,,Performance space,https://www.margaretcourtarena.com.au/,,,,,,POINT (144.9779329217489 -37.8225900077663),110
"Gnd & Mezzanine, 425 Collins Street, Melbourne, 3000",-37.8173778889626,,144.96055381695814,,,Ms Collins,music_venues,,Nightclub,http://www.mscollins.com.au/,,,,,,POINT (144.96055381695814 -37.8173778889626),36
"Alexandra Avenue, Melbourne, 3004",-37.82300093980653,,144.97482025339892,,,Sidney Myer Music Bowl,music_venues,,,,,,,,,POINT (144.97482025339892 -37.82300093980653),110
"8 Spencer Street, Melbourne, 3000",-37.820719517066344,,144.95509884823858,,,All Nations Backpackers Bar/Ubar,music_venues,,,,,,,,,POINT (144.95509884823858 -37.820719517066344),23
"Ground, 59-63 Bourke Street, Melbourne, 3000",-37.8119532178998,,144.97148245909204,,,Spaghetti Tree Restaurant,music_venues,,Bar,http://www.spaghettitree.com.au/,,,,,,POINT (144.97148245909204 -37.8119532178998),71
"Shop 17, Ground, 18-38 Siddeley Street, Docklands, 3008",-37.82227454064513,,144.9535974644043,,,The Wharf Hotel,music_venues,,Hotel,https://www.wharfhotel.com.au/,,,,,,POINT (144.9535974644043 -37.82227454064513),25
