address,latitude,created_date,longitude,organisation,classification,name,category,title,type,website,tree_common_name,tree_scientific_name,date_of_tree_planted,theme,sub_theme,geometry,location_id
"100 St Kilda Road, Southbank, 3006",-37.82150031142338,,144.96900573614997,,,The Barre,music_venues,,Bar,https://www.artscentremelbourne.com.au/your-visit/eat-drink-shop-rest/the-barre,,,,,,POINT (144.96900573614997 -37.82150031142338),28
"Casino, 8 Whiteman Street, Southbank, 3006",-37.8237160520609,,144.9573055755779,,,Groove Live Bar and Terrace,music_venues,,,,,,,,,POINT (144.9573055755779 -37.8237160520609),25
"Unit S2, Level 1, 252 Swanston Street, Melbourne, 3000",-37.812105299613584,,144.9651302795867,,,Cookie,music_venues,,Bar,http://www.cookie.net.au/,,,,,,POINT (144.9651302795867 -37.812105299613584),19
"Level 2 & Roof, 401 Swanston Street, Melbourne, 3000",-37.809036429996624,,144.96337709793107,,,401 The Order,music_venues,,Bar,http://www.theorder.com.au/,,,,,,POINT (144.96337709793107 -37.809036429996624),59
"272 City Road, Southbank, 3006",-37.82629052318406,,144.95944606241918,,,Fabrique Bar,music_venues,,Nightclub,http://www.fabriquebar.com/,,,,,,POINT (144.95944606241918 -37.82629052318406),81
"Basement, 290 Collins Street, Melbourne, 3000",-37.81593815528815,,144.96453019096924,,,The Charles Dickens Tavern,music_venues,,Hotel,https://whatson.melbourne.vic.gov.au/DiningandNightlife/BarsandPubs/AllPubs/Pages/4952.aspx,,,,,,POINT (144.96453019096924 -37.81593815528815),53
"36-54 Courtney Street, North Melbourne, 3051",-37.80159050732829,,144.95372820780835,,,Meat Market Art Centre,music_venues,,Theatre,http://www.melbourne.vic.gov.au/community/hubs-bookable-spaces/meat-market/Pages/meat-market.aspx,,,,,,POINT (144.95372820780835 -37.80159050732829),102
"377-389 Cardigan Street, Carlton, 3053",-37.797284200523016,,144.965847915991,,,Clyde Hotel,music_venues,,Hotel,https://www.theclydehotel.com.au/location/,,,,,,POINT (144.965847915991 -37.797284200523016),104
"193-199 Bourke Street, Melbourne, 3000",-37.81309470257678,,144.9676166993641,,,The Carlton,music_venues,,Hotel,http://www.thecarlton.com.au/,,,,,,POINT (144.9676166993641 -37.81309470257678),21
"Basement, 20 King Street, Melbourne, 3000",-37.819775804387085,,144.95746975329038,,,Tramp Bar,music_venues,,Nightclub,https://trampbar.com/,,,,,,POINT (144.95746975329038 -37.819775804387085),131
"Ground, 207 City Road, Southbank, 3006",-37.8253171546193,,144.96107200523335,,,Southbank Library at Boyd,music_venues,,Library,http://www.melbourne.vic.gov.au/community/libraries/locations/Pages/locations.aspx,,,,,,POINT (144.96107200523335 -37.8253171546193),90
"The Melbourne Savage Club, 12-16 Bank Place, Melbourne, 3000",-37.81658693170178,,144.96043647413035,,,Melbourne Savage Club,music_venues,,Nightclub,http://melbournesavageclub.com/,,,,,,POINT (144.96043647413035 -37.81658693170178),36
"Basement, 43-49 Hardware Lane, Melbourne, 3000",-37.81359471929996,,144.96117047987784,,,Khokolat Bar,music_venues,,Nightclub,http://khokolatbar.com.au/,,,,,,POINT (144.96117047987784 -37.81359471929996),56
"249 Little Lonsdale Street, Melbourne, 3000",-37.81051763850372,,144.9646508376141,,,Father's Office,music_venues,,Bar,http://fathersoffice.com.au/,,,,,,POINT (144.9646508376141 -37.81051763850372),66
"161 Harbour Esplanade, Docklands, 3008",-37.81596806067532,,144.94497289363386,,,Shed 14/Peninsula,music_venues,,Performance space,https://www.residentadvisor.net/club.aspx?id=14337,,,,,,POINT (144.94497289363386 -37.81596806067532),78
"333-337 William Street, West Melbourne, 3003",-37.80777173629092,,144.9544061811974,,,Royal Standard Hotel,music_venues,,Hotel,http://www.royalstandardhotel.com.au/,,,,,,POINT (144.9544061811974 -37.80777173629092),27
"10 Russell Place, Melbourne, 3000",-37.81385598389118,,144.96744878525442,,,Gin Palace,music_venues,,Bar,http://www.ginpalace.com.au/,,,,,,POINT (144.96744878525442 -37.81385598389118),98
"Rod Laver Arena, Melbourne Park, 200 Batman Avenue, Melbourne, 3004",-37.82258727739611,,144.97777394537906,,,Rod Laver Arena,music_venues,,Performance space,https://www.rodlaverarena.com.au/,,,,,,POINT (144.97777394537906 -37.82258727739611),110
"Level 1, 225 Bourke Street, Melbourne, 3000",-37.81328852220956,,144.96695028225128,,,West Space Inc,music_venues,,Multi-use,https://westspace.org.au/,,,,,,POINT (144.96695028225128 -37.81328852220956),88
"The Metropolitan Hotel, 263-265 William Street, Melbourne, 3000",-37.812911404982586,,144.95676240471337,,,The Metropolitan Hotel,music_venues,,Hotel,http://metropolitan.melbourne/,,,,,,POINT (144.95676240471337 -37.812911404982586),108
"103-137 Spring Street, Melbourne, 3000",-37.81195937492122,,144.97313628316482,,,The Hotel Windsor,music_venues,,Hotel,http://www.thehotelwindsor.com.au/,,,,,,POINT (144.97313628316482 -37.81195937492122),18
"Gnd & Flr1, 14 Corrs Lane, Melbourne, 3000",-37.811235398938436,,144.9683349834688,,,Fad Gallery,music_venues,,Bar,http://fadgallery.com.au/,,,,,,POINT (144.9683349834688 -37.811235398938436),20
"2 Driver Lane, Melbourne, 3000",-37.81282106809502,,144.96298868379125,,,Penny Blue,music_venues,,Bar,https://pennyblue.com.au/,,,,,,POINT (144.96298868379125 -37.81282106809502),52
"Ground, 160-162 Lygon Street, Carlton, 3053",-37.80345202353251,,144.9666383380664,,,Vodka Temple,music_venues,,Nightclub,https://www.vodkatemple.com.au/,,,,,,POINT (144.9666383380664 -37.80345202353251),37
"13 Heffernan Lane, Melbourne, 3000",-37.811773258347344,,144.9666888906996,,,Union Electric,music_venues,,Bar,http://unionelectric.com.au/,,,,,,POINT (144.9666888906996 -37.811773258347344),30
"361-365 Victoria Street, West Melbourne, 3003",-37.8052879130126,,144.9494898220434,,,Three Crowns Hotel,music_venues,,Hotel,https://www.threecrownshotel.com.au/,,,,,,POINT (144.9494898220434 -37.8052879130126),70
"113 Lonsdale Street, Melbourne, 3000",-37.81046224853603,,144.96895746044424,,,Seamstress Restaurant and Bar,music_venues,,Bar,http://www.seamstress.com.au/prod/,,,,,,POINT (144.96895746044424 -37.81046224853603),20
"120 Exhibition Street, Melbourne, 3000",-37.81285332078208,,144.97110417388942,,,European Bier Café,music_venues,,bar,http://europeanbiercafe.com.au/,,,,,,POINT (144.97110417388942 -37.81285332078208),71
"2 Flinders Walk, Melbourne, 3000",-37.81890972470938,,144.96679263372738,,,Arbory Bar and Eatery,music_venues,,Bar,http://arbory.com.au/,,,,,,POINT (144.96679263372738 -37.81890972470938),5
"237 Lonsdale Street, Melbourne, 3000",-37.81150165387338,,144.9654399624449,,,Touche Hombre,music_venues,,Bar,https://www.touchehombre.com.au/,,,,,,POINT (144.9654399624449 -37.81150165387338),19
"Gnd & Levels 1 -3, 120 King Street, Melbourne, 3000",-37.81726158549317,,144.95622460343756,,,AIM (Australian Institute of Music),music_venues,,Recording,http://www.aim.edu.au/,,,,,,POINT (144.95622460343756 -37.81726158549317),73
"St Michaels Uniting Church, 122-136 Collins Street, Melbourne, 3000",-37.81452691849391,,144.96935205119595,,,St Michael's Uniting Church,music_venues,,Church,http://stmichaels.org.au/,,,,,,POINT (144.96935205119595 -37.81452691849391),39
"Kelvin Club, 14-30 Melbourne Place, Melbourne, 3000",-37.8132350970678,,144.96883724816743,,,The Kelvin Club,music_venues,,,,,,,,,POINT (144.96883724816743 -37.8132350970678),39
"46 Leveson Street, North Melbourne, 3051",-37.80370793018695,,144.951185078014,,,The Leveson,music_venues,,Hotel,http://theleveson.melbourne/,,,,,,POINT (144.951185078014 -37.80370793018695),102
"Basement, 103 Flinders Lane, Melbourne, 3000",-37.815376525088666,,144.97089701596647,,,Cherry Bar,music_venues,,Venue,http://cherrybar.com.au/,,,,,,POINT (144.97089701596647 -37.815376525088666),117
"Carpark, 100 St Kilda Road, Southbank, 3006",-37.82144364943292,,144.9688880032937,,,Victorian Arts Centre Trust,music_venues,,Multi-use,https://www.artscentremelbourne.com.au/about-us/media-centre/2017/may/victorian-arts-centre-trust,,,,,,POINT (144.9688880032937 -37.82144364943292),28
"Level 1, 163-165 Russell Street, Melbourne, 3000",-37.81248788571263,,144.9677712185572,,,Eden Bar,music_venues,,Nightclub,http://edenbar.com.au/,,,,,,POINT (144.9677712185572 -37.81248788571263),21
"27-29 Tattersalls Lane, Melbourne, 3000",-37.8117627149045,,144.9654889438025,,,Section 8 Bar,music_venues,,Bar,https://section8.com.au/,,,,,,POINT (144.9654889438025 -37.8117627149045),19
"184-192 Collins Street, Melbourne, 3000",-37.81509631361538,,144.96731018907587,,,Athenaeum Theatre,music_venues,,Theatre,http://www.athenaeumtheatre.com.au/,,,,,,POINT (144.96731018907587 -37.81509631361538),65
"Shop 2, 47-55 Little Bourke Street, Melbourne, 3000",-37.8108890793276,,144.97103359901016,,,The Bodega,music_venues,,Bar,https://www.facebook.com/thebodegabar/,,,,,,POINT (144.97103359901016 -37.8108890793276),71
"Suite 1, Ground, 135 Sturt Street, Southbank, 3006",-37.827341922099656,,144.96636533745024,,,Abbey Road Institute,music_venues,,Recording,https://abbeyroadinstitute.com.au/,,,,,,POINT (144.96636533745024 -37.827341922099656),80
"Ground, 20-24 Bond Street, Melbourne, 3000",-37.818180434552545,,144.96282893879925,,,Bond Lounge Bar,music_venues,,Nightclub,http://www.bondmelbourne.com.au/,,,,,,POINT (144.96282893879925 -37.818180434552545),14
"LwrGround, 25 Bank Place, Melbourne, 3000",-37.81630543173182,,144.9602164244812,,,Marrakech Bar,music_venues,,Nightclub,http://www.marrakechcocktailbar.com.au/,,,,,,POINT (144.9602164244812 -37.81630543173182),36
"54-60 King Street, Melbourne, 3000",-37.81895269154036,,144.95708651070385,,,Inflation Nightclub/Top Yard Rooftop Bar,music_venues,,Nightclub,http://www.inflation.com.au/aboutus.htm,,,,,,POINT (144.95708651070385 -37.81895269154036),131
"234-236 Domain Road, South Yarra, 3141",-37.83444869858646,,144.98562037149898,,,The Langham,music_venues,,Hotel,http://www.langhamhotels.com/en/the-langham/melbourne/,,,,,,POINT (144.98562037149898 -37.83444869858646),129
"171 Elgin Street, Carlton, 3053",-37.797432725686676,,144.96879689682868,,,The Shaw Davey Slum,music_venues,,Bar,http://theshawdaveyslum.com.au/,,,,,,POINT (144.96879689682868 -37.797432725686676),50
"Berth 10, Victoria Harbour, Docklands, 3008",-37.817380564148905,,144.9423023877635,,,Victoria Star Cruises,music_venues,,Venue,http://www.victoriastar.com.au/,,,,,,POINT (144.9423023877635 -37.817380564148905),12
"169 Domain Road, South Yarra, 3141",-37.83414391594419,,144.98179263809277,,,The Botanical,music_venues,,Hotel,http://www.thebotanical.com.au/,,,,,,POINT (144.98179263809277 -37.83414391594419),129
"8 Whiteman Street, Southbank, 3006",-37.82248526641422,,144.96005414679885,,,Level 3 at Crown,music_venues,,Nightclub,http://www.level3atcrown.com.au/,,,,,,POINT (144.96005414679885 -37.82248526641422),80
"Basement, 55 Elizabeth Street, Melbourne, 3000",-37.81697659904653,,144.96422322338523,,,Fiftyfive,music_venues,,Bar,http://www.fifty-five.com.au/,,,,,,POINT (144.96422322338523 -37.81697659904653),84
"Shop 311, Level 3, 300 Lonsdale Street, Melbourne, 3000",-37.81016156449148,,144.96340822349765,,,Asian Beer Café,music_venues,,Bar,http://asianbeercafe.com.au/,,,,,,POINT (144.96340822349765 -37.81016156449148),66
"Shop 10, Campbell Arcade, Melbourne, 3000",-37.81780039372033,,144.96608291162394,,,Sticky Institute,music_venues,,Bar,http://www.stickyinstitute.com/,,,,,,POINT (144.96608291162394 -37.81780039372033),79
"Basement, 24 Block Place, Melbourne, 3000",-37.815398812509436,,144.96439685314675,,,Basement Discs,music_venues,,Performance space,http://www.basementdiscs.com.au/,,,,,,POINT (144.96439685314675 -37.815398812509436),53
"Ground, 19-23 Meyers Place, Melbourne, 3000",-37.81212244439291,,144.97221043633814,,,Loop Project Space & Bar,music_venues,,Bar,http://www.looponline.com.au/,,,,,,POINT (144.97221043633814 -37.81212244439291),71
"Shop 4, 4 Riverside Quay, Southbank, 3006",-37.82109278417599,,144.96374450927075,,,Hopscotch Urban Beer Bar,music_venues,,Bar,https://www.hopscotchmelbourne.com.au/,,,,,,POINT (144.96374450927075 -37.82109278417599),14
"199-219 Exhibition Street, Melbourne, 3000",-37.81089990679512,,144.96984175787586,,,Her Majesty's Theatre,music_venues,,Theatre,http://www.hmt.com.au/,,,,,,POINT (144.96984175787586 -37.81089990679512),20
"27 Little Collins Street, Melbourne, 3000",-37.812646032283375,,144.9726492304484,,,Sheraton Hotel Melbourne,music_venues,,Accommodation,http://www.sheratonmelbourne.com/,,,,,,POINT (144.9726492304484 -37.812646032283375),18
"33 Block Place, Melbourne, 3000",-37.81530880548056,,144.96431671833355,,,Café Segovia,music_venues,,,https://www.tripadvisor.com.au/Restaurant_Review-g255100-d722884-Reviews-Cafe_Segovia-Melbourne_Victoria.html,,,,,,POINT (144.96431671833355 -37.81530880548056),53
"Unit S15, Level 7, 252 Swanston Street, Melbourne, 3000",-37.81197919475205,,144.96513374198747,,,Curtin House,music_venues,,Bar,http://curtinhouse.com/,,,,,,POINT (144.96513374198747 -37.81197919475205),19
"188-200 King Street, Melbourne, 3000",-37.815558987309416,,144.95553316188418,,,La Di Da,music_venues,,Nightclub,https://www.ladidapeople.com/,,,,,,POINT (144.95553316188418 -37.815558987309416),73
"Unit 20, Basement, 35 Elizabeth Street, Melbourne, 3000",-37.817391733040644,,144.96433989015495,,,The Sub Club,music_venues,,,,,,,,,POINT (144.96433989015495 -37.817391733040644),84
"178-204 Palmerston Street, Carlton, 3053",-37.795962230869854,,144.9687595076568,,,Church of All Nations,music_venues,,Church,http://carlton-uca.org/news/,,,,,,POINT (144.9687595076568 -37.795962230869854),50
"233 Lonsdale Street, Melbourne, 3000",-37.81146925497217,,144.9655499214504,,,The Emerald Peacock,music_venues,,Bar,http://theemeraldpeacock.com/,,,,,,POINT (144.9655499214504 -37.81146925497217),19
"Gnd & Bmt, 2 Drewery Place, Melbourne, 3000",-37.81119498448426,,144.9640484516178,,,Baroq House,music_venues,,,,,,,,,POINT (144.9640484516178 -37.81119498448426),3
"Basement, 334-342 City Road, Southbank, 3006",-37.82794971778835,,144.95742336165304,,,XE54 Nightclub,music_venues,,,,,,,,,POINT (144.95742336165304 -37.82794971778835),81
"Gnd & Level 1, 14 Raglan Street, North Melbourne, 3051",-37.80432381180095,,144.95011526791205,,,Club Voltaire,music_venues,,Venue,https://www.facebook.com/clubvoltairemelbourne/,,,,,,POINT (144.95011526791205 -37.80432381180095),70
"2 Lygon Street, Carlton, 3053",-37.80683784363076,,144.96605581842582,,,Trades Hall,music_venues,,Bar,https://www.bellaunion.com.au/,,,,,,POINT (144.96605581842582 -37.80683784363076),61
"Basement, 2-6 Parliament Place, East Melbourne, 3002",-37.81168447518055,,144.97552005641302,,,Mr Tod,music_venues,,Multi-use,http://www.mrtod.com.au/,,,,,,POINT (144.97552005641302 -37.81168447518055),17
"508-514 Flinders Street, Melbourne, 3000",-37.820280653979886,,144.95723615975294,,,Waterside Hotel,music_venues,,,,,,,,,POINT (144.95723615975294 -37.820280653979886),131
"225 King Street, Melbourne, 3000",-37.81498068947084,,144.95490184835984,,,Victoria University,music_venues,,Multi-use,https://www.vu.edu.au/,,,,,,POINT (144.95490184835984 -37.81498068947084),73
"Shop 53, Level 2, 8 Whiteman Street, Southbank, 3006",-37.823635015853306,,144.95781296125432,,,Co.,music_venues,,Nightclub,http://www.level3atcrown.com.au/,,,,,,POINT (144.95781296125432 -37.823635015853306),25
"Young And Jacksons Hotel, 1 Swanston Street, Melbourne, 3000",-37.81736432768269,,144.96721031538397,,,Young & Jackson,music_venues,,Hotel,https://www.youngandjacksons.com.au/,,,,,,POINT (144.96721031538397 -37.81736432768269),41
"5-17 Flemington Road, North Melbourne, 3051",-37.80095036830012,,144.95617406859978,,,RMIT Student Union (RMIT Village),music_venues,,Public University/College,https://www.mystudentvillage.com/au/rmit-village/,,,,,,POINT (144.95617406859978 -37.80095036830012),64
"LwrGround, 121-131 Collins Street, Melbourne, 3000",-37.81548538501546,,144.96956538490497,,,Spice Market,music_venues,,Nightclub,http://www.spicemarket.net.au/,,,,,,POINT (144.96956538490497 -37.81548538501546),117
"497 Queensberry Street, North Melbourne, 3051",-37.80332009816263,,144.95076027104383,,,Sokol Melbourne,music_venues,,Hotel,http://www.sokolmelbourne.com.au/,,,,,,POINT (144.95076027104383 -37.80332009816263),102
"Basement & LwrGround, 45 Flinders Lane, Melbourne, 3000",-37.81476781579968,,144.97298148815318,,,fortyfive downstairs,music_venues,,Bar,http://www.fortyfivedownstairs.com/wp2016/,,,,,,POINT (144.97298148815318 -37.81476781579968),17
"Level 1, 26 Errol Street, North Melbourne, 3051",-37.80449837044193,,144.94954077158977,,,The Comic's Lounge,music_venues,,Venue,https://www.thecomicslounge.com.au/,,,,,,POINT (144.94954077158977 -37.80449837044193),70
